number,available_bikes,available_bikes_stands,last_update
100,9,16,"2021-03-21 20:01:12"
95,20,20,"2021-03-21 20:01:04"
71,8,32,"2021-03-21 20:00:58"
92,39,1,"2021-03-21 20:00:41"
40,6,15,"2021-03-21 20:00:34"
45,1,29,"2021-03-21 20:00:23"
86,18,20,"2021-03-21 20:00:17"
101,10,20,"2021-03-21 20:00:14"
17,2,18,"2021-03-21 20:00:04"
117,0,40,"2021-03-21 20:00:02"
83,31,9,"2021-03-21 20:00:02"
62,1,39,"2021-03-21 20:00:00"
80,8,32,"2021-03-21 19:59:53"
64,2,38,"2021-03-21 19:59:50"
23,3,27,"2021-03-21 19:59:46"
52,11,21,"2021-03-21 19:59:36"
75,19,21,"2021-03-21 19:59:34"
79,13,14,"2021-03-21 19:59:30"
109,16,13,"2021-03-21 19:59:30"
24,3,17,"2021-03-21 19:59:29"
85,24,11,"2021-03-21 19:59:28"
36,15,25,"2021-03-21 19:59:27"
6,0,20,"2021-03-21 19:59:16"
32,8,22,"2021-03-21 19:59:03"
68,26,14,"2021-03-21 19:59:02"
10,10,5,"2021-03-21 19:59:01"
66,15,25,"2021-03-21 19:58:59"
84,16,14,"2021-03-21 19:58:49"
18,15,15,"2021-03-21 19:58:49"
65,17,23,"2021-03-21 19:58:42"
93,11,29,"2021-03-21 19:58:41"
57,6,17,"2021-03-21 19:58:40"
98,0,40,"2021-03-21 19:58:35"
22,3,17,"2021-03-21 19:58:34"
8,9,21,"2021-03-21 19:58:28"
107,16,24,"2021-03-21 19:58:26"
61,20,5,"2021-03-21 19:58:24"
112,5,25,"2021-03-21 19:58:19"
89,5,35,"2021-03-21 19:58:13"
43,23,7,"2021-03-21 19:58:08"
94,2,38,"2021-03-21 19:58:00"
103,3,37,"2021-03-21 19:57:59"
58,17,23,"2021-03-21 19:57:57"
115,29,1,"2021-03-21 19:57:51"
108,13,27,"2021-03-21 19:57:46"
30,1,19,"2021-03-21 19:57:35"
95,19,21,"2021-03-21 19:57:32"
76,18,20,"2021-03-21 19:57:10"
74,19,11,"2021-03-21 19:57:07"
91,30,0,"2021-03-21 19:57:03"
15,12,4,"2021-03-21 19:57:00"
116,2,28,"2021-03-21 19:56:56"
77,3,26,"2021-03-21 19:56:55"
102,4,36,"2021-03-21 19:56:53"
54,0,33,"2021-03-21 19:56:52"
72,8,23,"2021-03-21 19:56:43"
42,29,1,"2021-03-21 19:56:32"
55,11,25,"2021-03-21 19:56:17"
13,14,16,"2021-03-21 19:56:12"
67,16,24,"2021-03-21 19:56:05"
16,9,11,"2021-03-21 19:55:53"
49,11,29,"2021-03-21 19:55:48"
53,6,34,"2021-03-21 19:55:41"
48,5,35,"2021-03-21 19:55:34"
110,16,24,"2021-03-21 19:55:31"
11,12,18,"2021-03-21 19:55:29"
5,6,33,"2021-03-21 19:55:26"
96,10,20,"2021-03-21 19:55:26"
106,14,26,"2021-03-21 19:55:16"
7,17,12,"2021-03-21 19:55:14"
19,9,21,"2021-03-21 19:55:03"
21,1,29,"2021-03-21 19:55:00"
34,30,0,"2021-03-21 19:54:58"
111,8,32,"2021-03-21 19:54:55"
3,17,3,"2021-03-21 19:54:49"
33,1,22,"2021-03-21 19:54:42"
31,15,5,"2021-03-21 19:54:27"
105,10,26,"2021-03-21 19:54:26"
2,11,9,"2021-03-21 19:54:25"
104,15,25,"2021-03-21 19:54:15"
26,17,3,"2021-03-21 19:54:01"
90,19,21,"2021-03-21 19:53:49"
69,39,1,"2021-03-21 19:53:46"
114,3,37,"2021-03-21 19:53:37"
87,8,30,"2021-03-21 19:53:34"
28,5,25,"2021-03-21 19:53:34"
99,3,27,"2021-03-21 19:53:32"
12,5,15,"2021-03-21 19:53:30"
41,7,13,"2021-03-21 19:53:27"
38,29,11,"2021-03-21 19:53:21"
27,0,20,"2021-03-21 19:53:19"
24,4,16,"2021-03-21 19:53:15"
88,19,11,"2021-03-21 19:53:05"
9,0,24,"2021-03-21 19:52:59"
113,12,28,"2021-03-21 19:52:56"
25,7,23,"2021-03-21 19:52:43"
56,2,38,"2021-03-21 19:52:41"
29,4,25,"2021-03-21 19:52:38"
63,9,26,"2021-03-21 19:52:36"
44,15,15,"2021-03-21 19:52:30"
37,4,26,"2021-03-21 19:52:27"
68,26,14,"2021-03-21 19:52:27"
51,8,32,"2021-03-21 19:52:19"
73,17,13,"2021-03-21 19:52:17"
78,31,9,"2021-03-21 19:52:01"
39,2,18,"2021-03-21 19:51:57"
50,14,26,"2021-03-21 19:51:43"
82,15,7,"2021-03-21 19:51:37"
62,2,38,"2021-03-21 19:51:30"
47,1,39,"2021-03-21 19:51:30"
4,19,1,"2021-03-21 19:51:27"
97,15,25,"2021-03-21 19:51:24"
59,0,20,"2021-03-21 19:51:22"
71,9,31,"2021-03-21 19:51:07"
100,9,16,"2021-03-21 19:51:06"
92,39,1,"2021-03-21 19:50:35"
43,22,8,"2021-03-21 19:50:29"
40,6,15,"2021-03-21 19:50:27"
45,1,29,"2021-03-21 19:50:17"
86,18,20,"2021-03-21 19:50:11"
101,10,20,"2021-03-21 19:50:07"
117,0,40,"2021-03-21 19:49:57"
17,2,18,"2021-03-21 19:49:57"
83,31,9,"2021-03-21 19:49:56"
33,2,21,"2021-03-21 19:49:49"
80,8,32,"2021-03-21 19:49:47"
64,2,38,"2021-03-21 19:49:44"
23,3,27,"2021-03-21 19:49:40"
52,11,21,"2021-03-21 19:49:30"
75,19,21,"2021-03-21 19:49:28"
79,13,14,"2021-03-21 19:49:24"
109,16,13,"2021-03-21 19:49:24"
85,24,11,"2021-03-21 19:49:22"
36,15,25,"2021-03-21 19:49:21"
32,8,22,"2021-03-21 19:48:57"
10,10,5,"2021-03-21 19:48:54"
66,15,25,"2021-03-21 19:48:52"
84,16,14,"2021-03-21 19:48:43"
65,17,23,"2021-03-21 19:48:36"
93,11,29,"2021-03-21 19:48:35"
57,6,17,"2021-03-21 19:48:33"
18,14,16,"2021-03-21 19:48:29"
98,0,40,"2021-03-21 19:48:29"
22,3,17,"2021-03-21 19:48:28"
8,9,21,"2021-03-21 19:48:22"
107,16,24,"2021-03-21 19:48:19"
61,20,5,"2021-03-21 19:48:18"
112,5,25,"2021-03-21 19:48:13"
89,5,35,"2021-03-21 19:48:08"
115,30,0,"2021-03-21 19:47:58"
94,2,38,"2021-03-21 19:47:54"
103,3,37,"2021-03-21 19:47:53"
58,17,23,"2021-03-21 19:47:52"
108,13,27,"2021-03-21 19:47:40"
30,1,19,"2021-03-21 19:47:29"
95,19,21,"2021-03-21 19:47:26"
71,10,30,"2021-03-21 19:47:21"
34,30,0,"2021-03-21 19:47:06"
24,3,17,"2021-03-21 19:47:05"
76,18,20,"2021-03-21 19:47:04"
74,19,11,"2021-03-21 19:47:02"
6,1,19,"2021-03-21 19:46:58"
91,30,0,"2021-03-21 19:46:57"
15,12,4,"2021-03-21 19:46:54"
38,28,12,"2021-03-21 19:46:52"
116,2,28,"2021-03-21 19:46:50"
77,3,26,"2021-03-21 19:46:49"
102,4,36,"2021-03-21 19:46:47"
54,0,33,"2021-03-21 19:46:46"
69,38,2,"2021-03-21 19:46:40"
72,8,23,"2021-03-21 19:46:37"
42,29,1,"2021-03-21 19:46:26"
5,7,32,"2021-03-21 19:46:17"
55,11,25,"2021-03-21 19:46:11"
13,14,16,"2021-03-21 19:46:06"
67,16,24,"2021-03-21 19:45:59"
16,9,11,"2021-03-21 19:45:47"
49,11,29,"2021-03-21 19:45:42"
53,6,34,"2021-03-21 19:45:35"
48,5,35,"2021-03-21 19:45:28"
110,16,24,"2021-03-21 19:45:25"
11,12,18,"2021-03-21 19:45:23"
96,10,20,"2021-03-21 19:45:20"
106,14,26,"2021-03-21 19:45:10"
7,17,12,"2021-03-21 19:45:08"
19,9,21,"2021-03-21 19:44:58"
21,1,29,"2021-03-21 19:44:54"
3,17,3,"2021-03-21 19:44:43"
75,19,20,"2021-03-21 19:44:34"
59,1,19,"2021-03-21 19:44:31"
31,15,5,"2021-03-21 19:44:21"
2,11,9,"2021-03-21 19:44:19"
105,10,26,"2021-03-21 19:44:19"
69,39,1,"2021-03-21 19:44:15"
104,15,25,"2021-03-21 19:44:09"
58,16,24,"2021-03-21 19:44:05"
26,17,3,"2021-03-21 19:43:54"
90,19,21,"2021-03-21 19:43:43"
34,29,1,"2021-03-21 19:43:38"
114,3,37,"2021-03-21 19:43:31"
28,5,25,"2021-03-21 19:43:29"
33,4,19,"2021-03-21 19:43:28"
87,8,30,"2021-03-21 19:43:28"
115,29,1,"2021-03-21 19:43:27"
99,3,27,"2021-03-21 19:43:26"
12,5,15,"2021-03-21 19:43:24"
41,7,13,"2021-03-21 19:43:21"
27,0,20,"2021-03-21 19:43:13"
24,2,18,"2021-03-21 19:43:07"
80,6,34,"2021-03-21 19:43:06"
111,7,33,"2021-03-21 19:43:05"
88,19,11,"2021-03-21 19:42:59"
9,0,24,"2021-03-21 19:42:53"
113,12,28,"2021-03-21 19:42:50"
43,21,9,"2021-03-21 19:42:40"
86,17,21,"2021-03-21 19:42:39"
25,7,23,"2021-03-21 19:42:36"
56,2,38,"2021-03-21 19:42:36"
29,4,25,"2021-03-21 19:42:32"
63,9,26,"2021-03-21 19:42:30"
44,15,15,"2021-03-21 19:42:25"
68,26,14,"2021-03-21 19:42:21"
37,4,26,"2021-03-21 19:42:20"
51,8,32,"2021-03-21 19:42:13"
73,17,13,"2021-03-21 19:42:11"
78,31,9,"2021-03-21 19:41:55"
39,2,18,"2021-03-21 19:41:50"
50,14,26,"2021-03-21 19:41:37"
82,15,7,"2021-03-21 19:41:31"
62,2,38,"2021-03-21 19:41:24"
47,1,39,"2021-03-21 19:41:24"
109,13,16,"2021-03-21 19:41:20"
4,19,1,"2021-03-21 19:41:20"
97,15,25,"2021-03-21 19:41:17"
100,9,16,"2021-03-21 19:41:00"
38,29,11,"2021-03-21 19:40:59"
17,3,17,"2021-03-21 19:40:54"
92,39,1,"2021-03-21 19:40:29"
40,6,15,"2021-03-21 19:40:21"
45,1,29,"2021-03-21 19:40:12"
38,28,12,"2021-03-21 19:40:08"
63,8,27,"2021-03-21 19:40:05"
75,18,22,"2021-03-21 19:40:02"
101,10,20,"2021-03-21 19:40:01"
86,15,23,"2021-03-21 19:39:57"
117,0,40,"2021-03-21 19:39:51"
83,31,9,"2021-03-21 19:39:50"
64,2,38,"2021-03-21 19:39:38"
23,3,27,"2021-03-21 19:39:34"
52,11,21,"2021-03-21 19:39:24"
79,13,14,"2021-03-21 19:39:18"
85,24,11,"2021-03-21 19:39:16"
36,15,25,"2021-03-21 19:39:14"
32,8,22,"2021-03-21 19:38:51"
10,10,5,"2021-03-21 19:38:48"
66,15,25,"2021-03-21 19:38:46"
109,14,15,"2021-03-21 19:38:44"
84,16,14,"2021-03-21 19:38:36"
65,17,23,"2021-03-21 19:38:30"
91,29,1,"2021-03-21 19:38:29"
93,11,29,"2021-03-21 19:38:29"
57,6,17,"2021-03-21 19:38:27"
69,40,0,"2021-03-21 19:38:25"
98,0,40,"2021-03-21 19:38:23"
18,14,16,"2021-03-21 19:38:23"
22,3,17,"2021-03-21 19:38:22"
8,9,21,"2021-03-21 19:38:16"
107,16,24,"2021-03-21 19:38:13"
112,5,25,"2021-03-21 19:38:07"
89,5,35,"2021-03-21 19:38:02"
94,2,38,"2021-03-21 19:37:48"
103,3,37,"2021-03-21 19:37:46"
51,9,31,"2021-03-21 19:37:43"
61,21,4,"2021-03-21 19:37:37"
108,13,27,"2021-03-21 19:37:33"
30,1,19,"2021-03-21 19:37:22"
95,19,21,"2021-03-21 19:37:21"
71,10,30,"2021-03-21 19:37:14"
76,18,20,"2021-03-21 19:36:58"
74,19,11,"2021-03-21 19:36:55"
6,1,19,"2021-03-21 19:36:52"
15,12,4,"2021-03-21 19:36:49"
25,6,24,"2021-03-21 19:36:44"
116,2,28,"2021-03-21 19:36:44"
77,3,26,"2021-03-21 19:36:43"
102,4,36,"2021-03-21 19:36:41"
54,0,33,"2021-03-21 19:36:40"
29,3,26,"2021-03-21 19:36:39"
68,25,15,"2021-03-21 19:36:32"
72,8,23,"2021-03-21 19:36:31"
33,3,20,"2021-03-21 19:36:26"
80,5,35,"2021-03-21 19:36:21"
42,29,1,"2021-03-21 19:36:19"
5,7,32,"2021-03-21 19:36:11"
55,11,25,"2021-03-21 19:36:05"
13,14,16,"2021-03-21 19:36:00"
67,16,24,"2021-03-21 19:35:52"
16,9,11,"2021-03-21 19:35:41"
49,11,29,"2021-03-21 19:35:35"
56,1,39,"2021-03-21 19:35:34"
53,6,34,"2021-03-21 19:35:29"
48,5,35,"2021-03-21 19:35:22"
110,16,24,"2021-03-21 19:35:19"
11,12,18,"2021-03-21 19:35:16"
96,10,20,"2021-03-21 19:35:13"
33,2,21,"2021-03-21 19:35:09"
65,16,24,"2021-03-21 19:35:04"
106,14,26,"2021-03-21 19:35:03"
7,17,12,"2021-03-21 19:35:01"
38,27,13,"2021-03-21 19:34:55"
19,9,21,"2021-03-21 19:34:52"
21,1,29,"2021-03-21 19:34:48"
52,12,20,"2021-03-21 19:34:45"
91,28,2,"2021-03-21 19:34:39"
3,17,3,"2021-03-21 19:34:37"
59,1,19,"2021-03-21 19:34:24"
74,21,9,"2021-03-21 19:34:19"
8,10,20,"2021-03-21 19:34:18"
112,6,24,"2021-03-21 19:34:16"
31,15,5,"2021-03-21 19:34:15"
68,24,16,"2021-03-21 19:34:13"
105,10,26,"2021-03-21 19:34:13"
2,11,9,"2021-03-21 19:34:12"
6,2,18,"2021-03-21 19:34:11"
99,2,28,"2021-03-21 19:34:08"
109,15,14,"2021-03-21 19:34:07"
10,11,4,"2021-03-21 19:34:04"
104,15,25,"2021-03-21 19:34:02"
58,16,24,"2021-03-21 19:33:59"
26,17,3,"2021-03-21 19:33:48"
90,19,21,"2021-03-21 19:33:36"
73,17,13,"2021-03-21 19:33:36"
34,29,1,"2021-03-21 19:33:31"
114,3,37,"2021-03-21 19:33:24"
28,5,25,"2021-03-21 19:33:22"
115,29,1,"2021-03-21 19:33:21"
41,7,13,"2021-03-21 19:33:14"
27,0,20,"2021-03-21 19:33:06"
24,2,18,"2021-03-21 19:33:01"
111,7,33,"2021-03-21 19:32:59"
88,19,11,"2021-03-21 19:32:53"
9,0,24,"2021-03-21 19:32:46"
113,12,28,"2021-03-21 19:32:44"
87,7,31,"2021-03-21 19:32:35"
43,21,9,"2021-03-21 19:32:34"
44,15,15,"2021-03-21 19:32:18"
37,4,26,"2021-03-21 19:32:14"
78,30,10,"2021-03-21 19:32:09"
63,10,25,"2021-03-21 19:31:51"
39,2,18,"2021-03-21 19:31:44"
69,39,1,"2021-03-21 19:31:34"
50,14,26,"2021-03-21 19:31:31"
82,15,7,"2021-03-21 19:31:25"
47,1,39,"2021-03-21 19:31:18"
62,2,38,"2021-03-21 19:31:18"
4,19,1,"2021-03-21 19:31:14"
97,15,25,"2021-03-21 19:31:11"
29,4,25,"2021-03-21 19:31:08"
100,9,16,"2021-03-21 19:30:53"
12,4,16,"2021-03-21 19:30:50"
15,13,3,"2021-03-21 19:30:49"
17,3,17,"2021-03-21 19:30:47"
76,17,21,"2021-03-21 19:30:45"
5,8,31,"2021-03-21 19:30:40"
18,15,15,"2021-03-21 19:30:37"
92,39,1,"2021-03-21 19:30:23"
34,30,0,"2021-03-21 19:30:17"
40,6,15,"2021-03-21 19:30:15"
45,1,29,"2021-03-21 19:30:05"
76,18,20,"2021-03-21 19:29:58"
75,18,22,"2021-03-21 19:29:56"
101,10,20,"2021-03-21 19:29:55"
86,15,23,"2021-03-21 19:29:50"
2,10,10,"2021-03-21 19:29:46"
117,0,40,"2021-03-21 19:29:45"
83,31,9,"2021-03-21 19:29:44"
28,4,26,"2021-03-21 19:29:37"
31,16,4,"2021-03-21 19:29:31"
64,2,38,"2021-03-21 19:29:31"
23,3,27,"2021-03-21 19:29:28"
79,13,14,"2021-03-21 19:29:11"
36,15,25,"2021-03-21 19:29:07"
32,8,22,"2021-03-21 19:28:45"
66,15,25,"2021-03-21 19:28:40"
84,16,14,"2021-03-21 19:28:30"
93,11,29,"2021-03-21 19:28:22"
57,6,17,"2021-03-21 19:28:22"
98,0,40,"2021-03-21 19:28:16"
22,3,17,"2021-03-21 19:28:16"
107,16,24,"2021-03-21 19:28:07"
5,7,32,"2021-03-21 19:28:07"
115,28,2,"2021-03-21 19:28:02"
89,5,35,"2021-03-21 19:27:56"
94,2,38,"2021-03-21 19:27:42"
103,3,37,"2021-03-21 19:27:40"
51,9,31,"2021-03-21 19:27:37"
61,21,4,"2021-03-21 19:27:32"
65,15,25,"2021-03-21 19:27:28"
108,13,27,"2021-03-21 19:27:27"
30,1,19,"2021-03-21 19:27:16"
58,15,25,"2021-03-21 19:27:15"
95,19,21,"2021-03-21 19:27:15"
77,4,25,"2021-03-21 19:27:13"
15,12,4,"2021-03-21 19:27:08"
71,10,30,"2021-03-21 19:27:08"
42,30,0,"2021-03-21 19:26:54"
102,3,37,"2021-03-21 19:26:45"
25,6,24,"2021-03-21 19:26:38"
116,2,28,"2021-03-21 19:26:37"
54,0,33,"2021-03-21 19:26:34"
69,38,2,"2021-03-21 19:26:25"
72,8,23,"2021-03-21 19:26:24"
85,23,12,"2021-03-21 19:26:16"
80,5,35,"2021-03-21 19:26:14"
55,11,25,"2021-03-21 19:25:59"
47,2,38,"2021-03-21 19:25:57"
13,14,16,"2021-03-21 19:25:54"
67,16,24,"2021-03-21 19:25:46"
50,13,27,"2021-03-21 19:25:37"
16,9,11,"2021-03-21 19:25:35"
49,11,29,"2021-03-21 19:25:29"
63,11,24,"2021-03-21 19:25:29"
58,14,26,"2021-03-21 19:25:25"
53,6,34,"2021-03-21 19:25:23"
48,5,35,"2021-03-21 19:25:16"
110,16,24,"2021-03-21 19:25:13"
111,6,34,"2021-03-21 19:25:12"
11,12,18,"2021-03-21 19:25:09"
96,10,20,"2021-03-21 19:25:08"
91,27,3,"2021-03-21 19:25:07"
106,14,26,"2021-03-21 19:24:57"
7,17,12,"2021-03-21 19:24:55"
38,27,13,"2021-03-21 19:24:49"
19,9,21,"2021-03-21 19:24:46"
5,5,34,"2021-03-21 19:24:45"
52,12,20,"2021-03-21 19:24:39"
64,3,37,"2021-03-21 19:24:36"
3,17,3,"2021-03-21 19:24:31"
74,21,9,"2021-03-21 19:24:14"
8,10,20,"2021-03-21 19:24:12"
112,6,24,"2021-03-21 19:24:11"
79,12,15,"2021-03-21 19:24:09"
105,10,26,"2021-03-21 19:24:06"
95,20,20,"2021-03-21 19:24:03"
99,2,28,"2021-03-21 19:24:02"
59,0,20,"2021-03-21 19:24:01"
109,15,14,"2021-03-21 19:24:00"
76,18,20,"2021-03-21 19:23:59"
10,11,4,"2021-03-21 19:23:58"
104,15,25,"2021-03-21 19:23:56"
6,3,17,"2021-03-21 19:23:51"
45,2,28,"2021-03-21 19:23:47"
65,16,24,"2021-03-21 19:23:47"
26,17,3,"2021-03-21 19:23:42"
56,2,38,"2021-03-21 19:23:38"
90,19,21,"2021-03-21 19:23:30"
114,3,37,"2021-03-21 19:23:18"
41,7,13,"2021-03-21 19:23:08"
27,0,20,"2021-03-21 19:23:00"
24,2,18,"2021-03-21 19:22:55"
77,6,23,"2021-03-21 19:22:48"
88,19,11,"2021-03-21 19:22:47"
73,17,13,"2021-03-21 19:22:38"
113,12,28,"2021-03-21 19:22:37"
87,7,31,"2021-03-21 19:22:29"
33,3,20,"2021-03-21 19:22:29"
43,21,9,"2021-03-21 19:22:27"
44,15,15,"2021-03-21 19:22:12"
68,25,15,"2021-03-21 19:22:10"
37,4,26,"2021-03-21 19:22:07"
78,30,10,"2021-03-21 19:22:03"
66,16,24,"2021-03-21 19:22:01"
39,2,18,"2021-03-21 19:21:37"
4,18,2,"2021-03-21 19:21:35"
31,18,2,"2021-03-21 19:21:34"
21,0,30,"2021-03-21 19:21:29"
82,15,7,"2021-03-21 19:21:19"
62,2,38,"2021-03-21 19:21:12"
97,15,25,"2021-03-21 19:21:05"
9,1,23,"2021-03-21 19:21:03"
29,4,25,"2021-03-21 19:21:02"
51,8,32,"2021-03-21 19:20:55"
100,9,16,"2021-03-21 19:20:47"
12,4,16,"2021-03-21 19:20:44"
17,3,17,"2021-03-21 19:20:41"
18,15,15,"2021-03-21 19:20:31"
92,39,1,"2021-03-21 19:20:17"
76,19,19,"2021-03-21 19:20:14"
34,30,0,"2021-03-21 19:20:10"
40,6,15,"2021-03-21 19:20:09"
75,18,22,"2021-03-21 19:19:49"
78,29,11,"2021-03-21 19:19:43"
2,10,10,"2021-03-21 19:19:40"
117,0,40,"2021-03-21 19:19:39"
95,18,22,"2021-03-21 19:19:34"
28,4,26,"2021-03-21 19:19:31"
23,3,27,"2021-03-21 19:19:22"
36,15,25,"2021-03-21 19:19:01"
77,5,24,"2021-03-21 19:18:59"
83,30,10,"2021-03-21 19:18:59"
8,9,21,"2021-03-21 19:18:56"
31,19,1,"2021-03-21 19:18:53"
5,6,33,"2021-03-21 19:18:52"
50,12,28,"2021-03-21 19:18:52"
52,11,21,"2021-03-21 19:18:24"
84,16,14,"2021-03-21 19:18:23"
93,11,29,"2021-03-21 19:18:17"
57,6,17,"2021-03-21 19:18:15"
7,15,14,"2021-03-21 19:18:14"
98,0,40,"2021-03-21 19:18:10"
22,3,17,"2021-03-21 19:18:10"
86,13,25,"2021-03-21 19:18:02"
107,16,24,"2021-03-21 19:18:01"
115,28,2,"2021-03-21 19:17:56"
89,5,35,"2021-03-21 19:17:50"
94,2,38,"2021-03-21 19:17:36"
103,3,37,"2021-03-21 19:17:34"
90,18,22,"2021-03-21 19:17:30"
61,21,4,"2021-03-21 19:17:26"
108,13,27,"2021-03-21 19:17:21"
38,28,12,"2021-03-21 19:17:16"
111,5,35,"2021-03-21 19:17:14"
30,1,19,"2021-03-21 19:17:10"
71,10,30,"2021-03-21 19:17:02"
101,10,20,"2021-03-21 19:16:58"
32,9,21,"2021-03-21 19:16:54"
42,30,0,"2021-03-21 19:16:49"
102,3,37,"2021-03-21 19:16:40"
25,6,24,"2021-03-21 19:16:33"
116,2,28,"2021-03-21 19:16:31"
54,0,33,"2021-03-21 19:16:28"
69,38,2,"2021-03-21 19:16:19"
72,8,23,"2021-03-21 19:16:18"
63,12,23,"2021-03-21 19:16:15"
85,23,12,"2021-03-21 19:16:10"
80,5,35,"2021-03-21 19:16:08"
55,11,25,"2021-03-21 19:15:52"
47,2,38,"2021-03-21 19:15:51"
13,14,16,"2021-03-21 19:15:48"
15,10,6,"2021-03-21 19:15:48"
67,16,24,"2021-03-21 19:15:40"
108,12,28,"2021-03-21 19:15:36"
16,9,11,"2021-03-21 19:15:29"
31,20,0,"2021-03-21 19:15:20"
53,6,34,"2021-03-21 19:15:18"
115,27,3,"2021-03-21 19:15:15"
48,5,35,"2021-03-21 19:15:09"
110,16,24,"2021-03-21 19:15:07"
11,12,18,"2021-03-21 19:15:03"
91,27,3,"2021-03-21 19:15:01"
96,10,20,"2021-03-21 19:15:01"
73,19,11,"2021-03-21 19:15:00"
106,14,26,"2021-03-21 19:14:52"
49,10,30,"2021-03-21 19:14:43"
28,3,27,"2021-03-21 19:14:37"
33,4,19,"2021-03-21 19:14:32"
64,3,37,"2021-03-21 19:14:29"
3,17,3,"2021-03-21 19:14:24"
112,7,23,"2021-03-21 19:14:22"
74,21,9,"2021-03-21 19:14:08"
71,11,29,"2021-03-21 19:14:05"
5,6,33,"2021-03-21 19:14:05"
79,12,15,"2021-03-21 19:14:03"
105,10,26,"2021-03-21 19:14:00"
109,15,14,"2021-03-21 19:13:55"
99,2,28,"2021-03-21 19:13:55"
10,11,4,"2021-03-21 19:13:52"
104,15,25,"2021-03-21 19:13:49"
6,3,17,"2021-03-21 19:13:44"
65,16,24,"2021-03-21 19:13:42"
45,2,28,"2021-03-21 19:13:41"
26,17,3,"2021-03-21 19:13:35"
56,2,38,"2021-03-21 19:13:32"
114,3,37,"2021-03-21 19:13:11"
41,7,13,"2021-03-21 19:13:01"
27,0,20,"2021-03-21 19:12:54"
24,2,18,"2021-03-21 19:12:49"
88,19,11,"2021-03-21 19:12:42"
113,12,28,"2021-03-21 19:12:31"
50,11,29,"2021-03-21 19:12:29"
87,7,31,"2021-03-21 19:12:24"
43,21,9,"2021-03-21 19:12:21"
19,8,22,"2021-03-21 19:12:18"
44,15,15,"2021-03-21 19:12:07"
68,25,15,"2021-03-21 19:12:03"
37,4,26,"2021-03-21 19:12:01"
66,16,24,"2021-03-21 19:11:54"
72,9,22,"2021-03-21 19:11:52"
39,2,18,"2021-03-21 19:11:31"
4,18,2,"2021-03-21 19:11:28"
21,0,30,"2021-03-21 19:11:23"
92,40,0,"2021-03-21 19:11:19"
82,15,7,"2021-03-21 19:11:13"
59,1,19,"2021-03-21 19:11:06"
62,2,38,"2021-03-21 19:11:06"
58,15,25,"2021-03-21 19:11:02"
97,15,25,"2021-03-21 19:10:59"
9,1,23,"2021-03-21 19:10:57"
29,4,25,"2021-03-21 19:10:57"
17,2,18,"2021-03-21 19:10:55"
111,4,36,"2021-03-21 19:10:48"
51,8,32,"2021-03-21 19:10:48"
100,9,16,"2021-03-21 19:10:41"
12,4,16,"2021-03-21 19:10:38"
51,9,31,"2021-03-21 19:10:30"
18,15,15,"2021-03-21 19:10:24"
76,19,19,"2021-03-21 19:10:08"
34,30,0,"2021-03-21 19:10:04"
39,3,17,"2021-03-21 19:09:52"
67,15,25,"2021-03-21 19:09:50"
75,18,22,"2021-03-21 19:09:43"
50,12,28,"2021-03-21 19:09:41"
78,29,11,"2021-03-21 19:09:37"
117,0,40,"2021-03-21 19:09:34"
4,19,1,"2021-03-21 19:09:32"
95,18,22,"2021-03-21 19:09:28"
22,4,16,"2021-03-21 19:09:10"
2,9,11,"2021-03-21 19:09:03"
36,15,25,"2021-03-21 19:08:55"
77,5,24,"2021-03-21 19:08:53"
83,30,10,"2021-03-21 19:08:53"
8,9,21,"2021-03-21 19:08:50"
91,28,2,"2021-03-21 19:08:41"
38,29,11,"2021-03-21 19:08:22"
52,11,21,"2021-03-21 19:08:18"
7,14,15,"2021-03-21 19:08:17"
84,16,14,"2021-03-21 19:08:17"
93,11,29,"2021-03-21 19:08:11"
57,6,17,"2021-03-21 19:08:09"
23,4,26,"2021-03-21 19:08:06"
98,0,40,"2021-03-21 19:08:05"
40,8,13,"2021-03-21 19:07:56"
86,13,25,"2021-03-21 19:07:55"
107,16,24,"2021-03-21 19:07:54"
89,5,35,"2021-03-21 19:07:44"
88,18,12,"2021-03-21 19:07:37"
61,20,5,"2021-03-21 19:07:31"
94,2,38,"2021-03-21 19:07:30"
90,19,21,"2021-03-21 19:07:29"
103,3,37,"2021-03-21 19:07:28"
30,1,19,"2021-03-21 19:07:04"
37,3,27,"2021-03-21 19:06:58"
101,10,20,"2021-03-21 19:06:52"
32,9,21,"2021-03-21 19:06:48"
42,30,0,"2021-03-21 19:06:43"
102,3,37,"2021-03-21 19:06:34"
69,37,3,"2021-03-21 19:06:30"
25,6,24,"2021-03-21 19:06:27"
110,18,22,"2021-03-21 19:06:26"
116,2,28,"2021-03-21 19:06:25"
54,0,33,"2021-03-21 19:06:23"
63,12,23,"2021-03-21 19:06:09"
85,23,12,"2021-03-21 19:06:04"
80,5,35,"2021-03-21 19:06:02"
55,11,25,"2021-03-21 19:05:46"
47,2,38,"2021-03-21 19:05:45"
15,10,6,"2021-03-21 19:05:43"
13,14,16,"2021-03-21 19:05:42"
112,8,22,"2021-03-21 19:05:31"
108,12,28,"2021-03-21 19:05:30"
50,11,29,"2021-03-21 19:05:28"
16,9,11,"2021-03-21 19:05:23"
52,12,20,"2021-03-21 19:05:17"
101,11,19,"2021-03-21 19:05:16"
8,10,20,"2021-03-21 19:05:15"
