number,available_bikes,available_bikes_stands,last_update
112,13,17,"2021-03-21 02:00:54"
64,2,38,"2021-03-21 02:00:15"
33,16,7,"2021-03-21 02:00:15"
99,1,29,"2021-03-21 02:00:14"
73,22,8,"2021-03-21 02:00:13"
87,11,27,"2021-03-21 02:00:13"
7,0,29,"2021-03-21 02:00:13"
12,8,12,"2021-03-21 02:00:13"
96,14,16,"2021-03-21 02:00:12"
113,10,30,"2021-03-21 02:00:12"
43,23,7,"2021-03-21 02:00:11"
82,6,16,"2021-03-21 02:00:11"
77,4,25,"2021-03-21 01:58:02"
83,22,18,"2021-03-21 01:57:41"
2,2,18,"2021-03-21 01:56:45"
73,22,8,"2021-03-21 01:56:07"
52,1,31,"2021-03-21 01:54:17"
34,20,10,"2021-03-21 01:53:57"
95,30,10,"2021-03-21 01:53:50"
108,15,25,"2021-03-21 01:53:28"
101,16,14,"2021-03-21 01:51:18"
36,9,31,"2021-03-21 01:51:15"
59,5,15,"2021-03-21 01:51:13"
50,12,28,"2021-03-21 01:51:11"
23,1,29,"2021-03-21 01:51:10"
88,25,5,"2021-03-21 01:51:09"
37,1,29,"2021-03-21 01:51:09"
76,19,19,"2021-03-21 01:51:07"
90,19,21,"2021-03-21 01:51:06"
27,0,20,"2021-03-21 01:51:06"
19,12,18,"2021-03-21 01:51:06"
26,13,7,"2021-03-21 01:51:06"
58,12,28,"2021-03-21 01:51:06"
113,10,30,"2021-03-21 01:51:06"
99,1,29,"2021-03-21 01:51:06"
91,16,14,"2021-03-21 01:51:06"
72,8,23,"2021-03-21 01:51:06"
63,7,28,"2021-03-21 01:51:06"
64,2,38,"2021-03-21 01:51:06"
62,3,37,"2021-03-21 01:51:06"
69,28,12,"2021-03-21 01:51:06"
67,13,27,"2021-03-21 01:51:06"
9,5,19,"2021-03-21 01:51:06"
10,16,0,"2021-03-21 01:51:06"
11,12,18,"2021-03-21 01:51:05"
7,0,29,"2021-03-21 01:51:05"
8,15,15,"2021-03-21 01:51:05"
107,11,29,"2021-03-21 01:51:05"
105,8,28,"2021-03-21 01:51:05"
21,1,29,"2021-03-21 01:51:05"
30,0,20,"2021-03-21 01:51:05"
80,21,19,"2021-03-21 01:51:05"
71,14,26,"2021-03-21 01:51:05"
96,14,16,"2021-03-21 01:51:05"
97,27,13,"2021-03-21 01:51:05"
92,22,18,"2021-03-21 01:51:04"
22,1,19,"2021-03-21 01:51:04"
24,7,12,"2021-03-21 01:51:04"
115,27,3,"2021-03-21 01:51:04"
116,15,15,"2021-03-21 01:51:04"
51,2,38,"2021-03-21 01:51:04"
55,11,25,"2021-03-21 01:51:04"
68,29,11,"2021-03-21 01:51:04"
33,16,7,"2021-03-21 01:51:04"
43,23,7,"2021-03-21 01:51:04"
40,4,17,"2021-03-21 01:51:04"
38,14,26,"2021-03-21 01:51:04"
31,10,9,"2021-03-21 01:51:04"
84,22,8,"2021-03-21 01:51:04"
85,29,6,"2021-03-21 01:51:04"
86,2,36,"2021-03-21 01:51:04"
78,25,15,"2021-03-21 01:51:04"
87,11,27,"2021-03-21 01:51:03"
110,4,36,"2021-03-21 01:51:03"
103,1,39,"2021-03-21 01:51:03"
104,14,26,"2021-03-21 01:51:03"
93,11,29,"2021-03-21 01:51:03"
12,8,12,"2021-03-21 01:51:03"
5,20,20,"2021-03-21 01:51:03"
6,0,20,"2021-03-21 01:51:03"
17,5,15,"2021-03-21 01:51:03"
39,3,17,"2021-03-21 01:51:03"
57,4,19,"2021-03-21 01:51:03"
13,10,20,"2021-03-21 01:51:02"
89,8,32,"2021-03-21 01:51:02"
94,2,38,"2021-03-21 01:51:02"
100,25,0,"2021-03-21 01:51:02"
102,0,40,"2021-03-21 01:51:01"
82,6,16,"2021-03-21 01:51:01"
56,13,27,"2021-03-21 01:51:01"
47,1,39,"2021-03-21 01:51:01"
114,10,30,"2021-03-21 01:51:01"
4,14,6,"2021-03-21 01:51:01"
44,16,14,"2021-03-21 01:51:01"
32,3,27,"2021-03-21 01:51:01"
42,19,11,"2021-03-21 01:51:01"
29,23,6,"2021-03-21 01:51:01"
25,16,14,"2021-03-21 01:51:01"
65,12,28,"2021-03-21 01:51:01"
61,10,15,"2021-03-21 01:51:00"
117,6,34,"2021-03-21 01:51:00"
98,0,40,"2021-03-21 01:51:00"
45,11,19,"2021-03-21 01:51:00"
53,4,36,"2021-03-21 01:51:00"
16,7,13,"2021-03-21 01:51:00"
28,4,26,"2021-03-21 01:51:00"
15,13,3,"2021-03-21 01:51:00"
74,15,15,"2021-03-21 01:50:59"
106,18,22,"2021-03-21 01:50:58"
54,0,33,"2021-03-21 01:50:58"
18,10,20,"2021-03-21 01:50:54"
75,32,8,"2021-03-21 01:50:51"
48,2,38,"2021-03-21 01:50:51"
41,11,9,"2021-03-21 01:50:51"
79,13,14,"2021-03-21 01:50:50"
3,20,0,"2021-03-21 01:50:50"
49,27,13,"2021-03-21 01:50:50"
111,20,20,"2021-03-21 01:50:50"
66,7,33,"2021-03-21 01:50:50"
112,13,17,"2021-03-21 01:50:49"
109,16,13,"2021-03-21 01:50:49"
77,4,25,"2021-03-21 01:47:56"
83,22,18,"2021-03-21 01:47:35"
2,2,18,"2021-03-21 01:46:39"
73,22,8,"2021-03-21 01:46:01"
52,1,31,"2021-03-21 01:44:11"
34,20,10,"2021-03-21 01:43:50"
95,30,10,"2021-03-21 01:43:44"
108,15,25,"2021-03-21 01:43:22"
101,16,14,"2021-03-21 01:41:12"
36,9,31,"2021-03-21 01:41:08"
59,5,15,"2021-03-21 01:41:07"
50,12,28,"2021-03-21 01:41:05"
37,1,29,"2021-03-21 01:41:04"
23,1,29,"2021-03-21 01:41:04"
88,25,5,"2021-03-21 01:41:03"
76,19,19,"2021-03-21 01:41:01"
58,12,28,"2021-03-21 01:41:00"
52,0,32,"2021-03-21 01:41:00"
99,1,29,"2021-03-21 01:41:00"
91,16,14,"2021-03-21 01:41:00"
113,10,30,"2021-03-21 01:41:00"
26,13,7,"2021-03-21 01:41:00"
19,12,18,"2021-03-21 01:41:00"
27,0,20,"2021-03-21 01:41:00"
72,8,23,"2021-03-21 01:41:00"
62,3,37,"2021-03-21 01:41:00"
63,7,28,"2021-03-21 01:41:00"
64,2,38,"2021-03-21 01:41:00"
69,28,12,"2021-03-21 01:41:00"
9,5,19,"2021-03-21 01:41:00"
10,16,0,"2021-03-21 01:41:00"
11,12,18,"2021-03-21 01:40:59"
7,0,29,"2021-03-21 01:40:59"
8,15,15,"2021-03-21 01:40:59"
96,14,16,"2021-03-21 01:40:59"
97,27,13,"2021-03-21 01:40:59"
90,19,21,"2021-03-21 01:40:59"
80,21,19,"2021-03-21 01:40:59"
43,23,7,"2021-03-21 01:40:59"
51,2,38,"2021-03-21 01:40:59"
71,14,26,"2021-03-21 01:40:59"
67,13,27,"2021-03-21 01:40:59"
68,29,11,"2021-03-21 01:40:59"
107,11,29,"2021-03-21 01:40:59"
105,8,28,"2021-03-21 01:40:59"
24,7,12,"2021-03-21 01:40:59"
21,1,29,"2021-03-21 01:40:59"
30,0,20,"2021-03-21 01:40:59"
22,1,19,"2021-03-21 01:40:58"
40,4,17,"2021-03-21 01:40:58"
39,3,17,"2021-03-21 01:40:58"
31,10,9,"2021-03-21 01:40:58"
92,22,18,"2021-03-21 01:40:58"
78,25,15,"2021-03-21 01:40:58"
84,22,8,"2021-03-21 01:40:58"
86,2,36,"2021-03-21 01:40:58"
115,27,3,"2021-03-21 01:40:58"
116,15,15,"2021-03-21 01:40:58"
55,11,25,"2021-03-21 01:40:58"
57,4,19,"2021-03-21 01:40:57"
93,11,29,"2021-03-21 01:40:57"
103,1,39,"2021-03-21 01:40:57"
104,14,26,"2021-03-21 01:40:57"
17,5,15,"2021-03-21 01:40:57"
5,20,20,"2021-03-21 01:40:57"
6,0,20,"2021-03-21 01:40:57"
12,8,12,"2021-03-21 01:40:57"
33,16,7,"2021-03-21 01:40:57"
38,14,26,"2021-03-21 01:40:57"
110,4,36,"2021-03-21 01:40:57"
85,29,6,"2021-03-21 01:40:57"
87,11,27,"2021-03-21 01:40:57"
89,8,32,"2021-03-21 01:40:56"
13,10,20,"2021-03-21 01:40:56"
100,25,0,"2021-03-21 01:40:56"
94,2,38,"2021-03-21 01:40:56"
65,12,28,"2021-03-21 01:40:56"
4,14,6,"2021-03-21 01:40:55"
82,6,16,"2021-03-21 01:40:55"
56,13,27,"2021-03-21 01:40:55"
47,1,39,"2021-03-21 01:40:55"
29,23,6,"2021-03-21 01:40:55"
25,16,14,"2021-03-21 01:40:55"
102,0,40,"2021-03-21 01:40:55"
32,3,27,"2021-03-21 01:40:55"
44,16,14,"2021-03-21 01:40:55"
42,19,11,"2021-03-21 01:40:55"
114,10,30,"2021-03-21 01:40:55"
117,6,34,"2021-03-21 01:40:54"
45,11,19,"2021-03-21 01:40:54"
53,4,36,"2021-03-21 01:40:54"
15,13,3,"2021-03-21 01:40:54"
61,10,15,"2021-03-21 01:40:54"
16,7,13,"2021-03-21 01:40:54"
28,4,26,"2021-03-21 01:40:54"
98,0,40,"2021-03-21 01:40:54"
74,15,15,"2021-03-21 01:40:53"
54,0,33,"2021-03-21 01:40:52"
106,18,22,"2021-03-21 01:40:52"
18,10,20,"2021-03-21 01:40:47"
48,2,38,"2021-03-21 01:40:45"
75,32,8,"2021-03-21 01:40:45"
41,11,9,"2021-03-21 01:40:45"
49,27,13,"2021-03-21 01:40:44"
3,20,0,"2021-03-21 01:40:44"
79,13,14,"2021-03-21 01:40:44"
66,7,33,"2021-03-21 01:40:44"
111,20,20,"2021-03-21 01:40:44"
112,13,17,"2021-03-21 01:40:43"
109,16,13,"2021-03-21 01:40:43"
77,4,25,"2021-03-21 01:37:50"
83,22,18,"2021-03-21 01:37:29"
2,2,18,"2021-03-21 01:36:33"
73,22,8,"2021-03-21 01:35:54"
34,20,10,"2021-03-21 01:33:44"
95,30,10,"2021-03-21 01:33:38"
108,15,25,"2021-03-21 01:33:16"
101,16,14,"2021-03-21 01:31:06"
36,9,31,"2021-03-21 01:31:02"
59,5,15,"2021-03-21 01:31:01"
50,12,28,"2021-03-21 01:30:59"
23,1,29,"2021-03-21 01:30:58"
37,1,29,"2021-03-21 01:30:57"
88,25,5,"2021-03-21 01:30:57"
76,19,19,"2021-03-21 01:30:55"
19,12,18,"2021-03-21 01:30:54"
58,12,28,"2021-03-21 01:30:54"
52,0,32,"2021-03-21 01:30:54"
62,3,37,"2021-03-21 01:30:54"
96,14,16,"2021-03-21 01:30:54"
91,16,14,"2021-03-21 01:30:54"
113,10,30,"2021-03-21 01:30:54"
9,5,19,"2021-03-21 01:30:54"
10,16,0,"2021-03-21 01:30:53"
11,12,18,"2021-03-21 01:30:53"
7,0,29,"2021-03-21 01:30:53"
8,15,15,"2021-03-21 01:30:53"
51,2,38,"2021-03-21 01:30:53"
90,19,21,"2021-03-21 01:30:53"
24,7,12,"2021-03-21 01:30:53"
26,13,7,"2021-03-21 01:30:53"
27,0,20,"2021-03-21 01:30:53"
30,0,20,"2021-03-21 01:30:53"
107,11,29,"2021-03-21 01:30:53"
105,8,28,"2021-03-21 01:30:53"
67,13,27,"2021-03-21 01:30:53"
68,29,11,"2021-03-21 01:30:53"
69,28,12,"2021-03-21 01:30:53"
72,8,23,"2021-03-21 01:30:53"
63,7,28,"2021-03-21 01:30:53"
64,2,38,"2021-03-21 01:30:53"
99,1,29,"2021-03-21 01:30:53"
92,22,18,"2021-03-21 01:30:52"
97,27,13,"2021-03-21 01:30:52"
80,21,19,"2021-03-21 01:30:52"
85,29,6,"2021-03-21 01:30:52"
86,2,36,"2021-03-21 01:30:52"
84,22,8,"2021-03-21 01:30:52"
6,0,20,"2021-03-21 01:30:52"
31,10,9,"2021-03-21 01:30:52"
43,23,7,"2021-03-21 01:30:52"
40,4,17,"2021-03-21 01:30:52"
55,11,25,"2021-03-21 01:30:52"
71,14,26,"2021-03-21 01:30:52"
21,1,29,"2021-03-21 01:30:52"
22,1,19,"2021-03-21 01:30:52"
115,27,3,"2021-03-21 01:30:52"
116,15,15,"2021-03-21 01:30:52"
110,4,36,"2021-03-21 01:30:51"
38,14,26,"2021-03-21 01:30:51"
39,3,17,"2021-03-21 01:30:51"
33,16,7,"2021-03-21 01:30:51"
78,25,15,"2021-03-21 01:30:51"
87,11,27,"2021-03-21 01:30:51"
93,11,29,"2021-03-21 01:30:51"
103,1,39,"2021-03-21 01:30:51"
104,14,26,"2021-03-21 01:30:51"
100,25,0,"2021-03-21 01:30:51"
5,20,20,"2021-03-21 01:30:51"
12,8,12,"2021-03-21 01:30:51"
17,5,15,"2021-03-21 01:30:51"
57,4,19,"2021-03-21 01:30:51"
94,2,38,"2021-03-21 01:30:50"
89,8,32,"2021-03-21 01:30:50"
29,23,6,"2021-03-21 01:30:50"
13,10,20,"2021-03-21 01:30:50"
65,12,28,"2021-03-21 01:30:50"
102,0,40,"2021-03-21 01:30:49"
98,0,40,"2021-03-21 01:30:49"
42,19,11,"2021-03-21 01:30:49"
44,16,14,"2021-03-21 01:30:49"
32,3,27,"2021-03-21 01:30:49"
114,10,30,"2021-03-21 01:30:49"
56,13,27,"2021-03-21 01:30:49"
53,4,36,"2021-03-21 01:30:49"
47,1,39,"2021-03-21 01:30:49"
4,14,6,"2021-03-21 01:30:49"
82,6,16,"2021-03-21 01:30:49"
16,7,13,"2021-03-21 01:30:49"
25,16,14,"2021-03-21 01:30:49"
28,4,26,"2021-03-21 01:30:48"
117,6,34,"2021-03-21 01:30:48"
61,10,15,"2021-03-21 01:30:48"
74,15,15,"2021-03-21 01:30:48"
45,11,19,"2021-03-21 01:30:48"
15,13,3,"2021-03-21 01:30:48"
106,18,22,"2021-03-21 01:30:46"
54,0,33,"2021-03-21 01:30:46"
18,10,20,"2021-03-21 01:30:41"
75,32,8,"2021-03-21 01:30:40"
48,2,38,"2021-03-21 01:30:39"
41,11,9,"2021-03-21 01:30:39"
49,27,13,"2021-03-21 01:30:38"
3,20,0,"2021-03-21 01:30:38"
66,7,33,"2021-03-21 01:30:38"
79,13,14,"2021-03-21 01:30:38"
111,20,20,"2021-03-21 01:30:38"
109,16,13,"2021-03-21 01:30:38"
112,13,17,"2021-03-21 01:30:37"
77,4,25,"2021-03-21 01:27:44"
83,22,18,"2021-03-21 01:27:22"
2,2,18,"2021-03-21 01:26:26"
73,22,8,"2021-03-21 01:25:48"
34,20,10,"2021-03-21 01:23:38"
95,30,10,"2021-03-21 01:23:32"
108,15,25,"2021-03-21 01:23:09"
101,16,14,"2021-03-21 01:21:00"
36,9,31,"2021-03-21 01:20:56"
59,5,15,"2021-03-21 01:20:55"
50,12,28,"2021-03-21 01:20:53"
88,25,5,"2021-03-21 01:20:52"
23,1,29,"2021-03-21 01:20:52"
37,1,29,"2021-03-21 01:20:51"
76,19,19,"2021-03-21 01:20:49"
19,12,18,"2021-03-21 01:20:48"
58,12,28,"2021-03-21 01:20:48"
52,0,32,"2021-03-21 01:20:48"
62,3,37,"2021-03-21 01:20:48"
96,14,16,"2021-03-21 01:20:48"
113,10,30,"2021-03-21 01:20:48"
9,5,19,"2021-03-21 01:20:48"
10,16,0,"2021-03-21 01:20:47"
11,12,18,"2021-03-21 01:20:47"
8,15,15,"2021-03-21 01:20:47"
67,13,27,"2021-03-21 01:20:47"
69,28,12,"2021-03-21 01:20:47"
72,8,23,"2021-03-21 01:20:47"
63,7,28,"2021-03-21 01:20:47"
64,2,38,"2021-03-21 01:20:47"
24,7,12,"2021-03-21 01:20:47"
27,0,20,"2021-03-21 01:20:47"
26,13,7,"2021-03-21 01:20:47"
30,0,20,"2021-03-21 01:20:47"
51,2,38,"2021-03-21 01:20:47"
107,11,29,"2021-03-21 01:20:47"
99,1,29,"2021-03-21 01:20:47"
91,16,14,"2021-03-21 01:20:47"
92,22,18,"2021-03-21 01:20:46"
97,27,13,"2021-03-21 01:20:46"
21,1,29,"2021-03-21 01:20:46"
22,1,19,"2021-03-21 01:20:46"
7,0,29,"2021-03-21 01:20:46"
84,22,8,"2021-03-21 01:20:46"
80,21,19,"2021-03-21 01:20:46"
85,29,6,"2021-03-21 01:20:46"
86,2,36,"2021-03-21 01:20:46"
90,19,21,"2021-03-21 01:20:46"
68,29,11,"2021-03-21 01:20:46"
71,14,26,"2021-03-21 01:20:46"
105,8,28,"2021-03-21 01:20:46"
115,27,3,"2021-03-21 01:20:46"
116,15,15,"2021-03-21 01:20:46"
31,10,9,"2021-03-21 01:20:46"
40,4,17,"2021-03-21 01:20:46"
43,23,7,"2021-03-21 01:20:46"
55,11,25,"2021-03-21 01:20:46"
57,4,19,"2021-03-21 01:20:45"
89,8,32,"2021-03-21 01:20:45"
87,11,27,"2021-03-21 01:20:45"
78,25,15,"2021-03-21 01:20:45"
17,5,15,"2021-03-21 01:20:45"
93,11,29,"2021-03-21 01:20:45"
103,1,39,"2021-03-21 01:20:45"
104,14,26,"2021-03-21 01:20:45"
100,25,0,"2021-03-21 01:20:45"
5,20,20,"2021-03-21 01:20:45"
6,0,20,"2021-03-21 01:20:45"
12,8,12,"2021-03-21 01:20:45"
13,10,20,"2021-03-21 01:20:45"
33,16,7,"2021-03-21 01:20:45"
39,3,17,"2021-03-21 01:20:45"
110,4,36,"2021-03-21 01:20:45"
102,0,40,"2021-03-21 01:20:44"
94,2,38,"2021-03-21 01:20:44"
29,23,6,"2021-03-21 01:20:44"
25,16,14,"2021-03-21 01:20:44"
38,14,26,"2021-03-21 01:20:44"
42,19,11,"2021-03-21 01:20:44"
65,12,28,"2021-03-21 01:20:44"
98,0,40,"2021-03-21 01:20:43"
82,6,16,"2021-03-21 01:20:43"
56,13,27,"2021-03-21 01:20:43"
47,1,39,"2021-03-21 01:20:43"
44,16,14,"2021-03-21 01:20:43"
32,3,27,"2021-03-21 01:20:43"
16,7,13,"2021-03-21 01:20:43"
28,4,26,"2021-03-21 01:20:42"
74,15,15,"2021-03-21 01:20:42"
61,10,15,"2021-03-21 01:20:42"
114,10,30,"2021-03-21 01:20:42"
117,6,34,"2021-03-21 01:20:42"
45,11,19,"2021-03-21 01:20:42"
53,4,36,"2021-03-21 01:20:42"
15,13,3,"2021-03-21 01:20:42"
4,14,6,"2021-03-21 01:20:42"
54,0,33,"2021-03-21 01:20:41"
106,18,22,"2021-03-21 01:20:40"
75,32,8,"2021-03-21 01:20:34"
18,10,20,"2021-03-21 01:20:34"
79,13,14,"2021-03-21 01:20:32"
109,16,13,"2021-03-21 01:20:32"
111,20,20,"2021-03-21 01:20:32"
48,2,38,"2021-03-21 01:20:32"
49,27,13,"2021-03-21 01:20:32"
41,11,9,"2021-03-21 01:20:32"
3,20,0,"2021-03-21 01:20:32"
66,7,33,"2021-03-21 01:20:31"
112,13,17,"2021-03-21 01:20:31"
77,4,25,"2021-03-21 01:17:37"
83,22,18,"2021-03-21 01:17:16"
2,2,18,"2021-03-21 01:16:20"
73,22,8,"2021-03-21 01:15:42"
34,20,10,"2021-03-21 01:13:32"
95,30,10,"2021-03-21 01:13:27"
108,15,25,"2021-03-21 01:13:03"
36,9,31,"2021-03-21 01:10:49"
59,5,15,"2021-03-21 01:10:49"
50,12,28,"2021-03-21 01:10:48"
88,25,5,"2021-03-21 01:10:46"
23,1,29,"2021-03-21 01:10:45"
37,1,29,"2021-03-21 01:10:44"
58,12,28,"2021-03-21 01:10:43"
96,14,16,"2021-03-21 01:10:42"
76,19,19,"2021-03-21 01:10:42"
99,1,29,"2021-03-21 01:10:41"
91,16,14,"2021-03-21 01:10:41"
107,11,29,"2021-03-21 01:10:41"
113,10,30,"2021-03-21 01:10:41"
52,0,32,"2021-03-21 01:10:41"
51,2,38,"2021-03-21 01:10:41"
24,7,12,"2021-03-21 01:10:41"
19,12,18,"2021-03-21 01:10:41"
27,0,20,"2021-03-21 01:10:41"
26,13,7,"2021-03-21 01:10:41"
30,0,20,"2021-03-21 01:10:41"
9,5,19,"2021-03-21 01:10:41"
10,16,0,"2021-03-21 01:10:41"
8,15,15,"2021-03-21 01:10:41"
11,12,18,"2021-03-21 01:10:41"
72,8,23,"2021-03-21 01:10:41"
63,7,28,"2021-03-21 01:10:41"
64,2,38,"2021-03-21 01:10:41"
62,3,37,"2021-03-21 01:10:41"
69,28,12,"2021-03-21 01:10:41"
67,13,27,"2021-03-21 01:10:41"
68,29,11,"2021-03-21 01:10:40"
71,14,26,"2021-03-21 01:10:40"
105,8,28,"2021-03-21 01:10:40"
90,19,21,"2021-03-21 01:10:40"
80,21,19,"2021-03-21 01:10:40"
85,29,6,"2021-03-21 01:10:40"
43,23,7,"2021-03-21 01:10:40"
92,22,18,"2021-03-21 01:10:40"
97,27,13,"2021-03-21 01:10:40"
93,11,29,"2021-03-21 01:10:40"
7,0,29,"2021-03-21 01:10:40"
6,0,20,"2021-03-21 01:10:40"
21,1,29,"2021-03-21 01:10:40"
22,1,19,"2021-03-21 01:10:39"
33,16,7,"2021-03-21 01:10:39"
40,4,17,"2021-03-21 01:10:39"
39,3,17,"2021-03-21 01:10:39"
31,10,9,"2021-03-21 01:10:39"
115,27,3,"2021-03-21 01:10:39"
116,15,15,"2021-03-21 01:10:39"
110,4,36,"2021-03-21 01:10:39"
86,2,36,"2021-03-21 01:10:39"
78,25,15,"2021-03-21 01:10:39"
84,22,8,"2021-03-21 01:10:39"
87,11,27,"2021-03-21 01:10:39"
89,8,32,"2021-03-21 01:10:39"
5,20,20,"2021-03-21 01:10:39"
13,10,20,"2021-03-21 01:10:39"
12,8,12,"2021-03-21 01:10:39"
55,11,25,"2021-03-21 01:10:39"
57,4,19,"2021-03-21 01:10:39"
94,2,38,"2021-03-21 01:10:39"
100,25,0,"2021-03-21 01:10:39"
103,1,39,"2021-03-21 01:10:39"
104,14,26,"2021-03-21 01:10:38"
102,0,40,"2021-03-21 01:10:38"
29,23,6,"2021-03-21 01:10:38"
16,7,13,"2021-03-21 01:10:38"
17,5,15,"2021-03-21 01:10:38"
65,12,28,"2021-03-21 01:10:38"
44,16,14,"2021-03-21 01:10:38"
42,19,11,"2021-03-21 01:10:38"
38,14,26,"2021-03-21 01:10:38"
56,13,27,"2021-03-21 01:10:38"
82,6,16,"2021-03-21 01:10:38"
74,15,15,"2021-03-21 01:10:37"
61,10,15,"2021-03-21 01:10:37"
98,0,40,"2021-03-21 01:10:37"
117,6,34,"2021-03-21 01:10:37"
28,4,26,"2021-03-21 01:10:37"
25,16,14,"2021-03-21 01:10:37"
45,11,19,"2021-03-21 01:10:37"
47,1,39,"2021-03-21 01:10:37"
53,4,36,"2021-03-21 01:10:37"
32,3,27,"2021-03-21 01:10:37"
114,10,30,"2021-03-21 01:10:36"
4,14,6,"2021-03-21 01:10:36"
15,13,3,"2021-03-21 01:10:36"
106,18,22,"2021-03-21 01:10:35"
54,0,33,"2021-03-21 01:10:35"
18,10,20,"2021-03-21 01:10:28"
75,32,8,"2021-03-21 01:10:27"
101,15,15,"2021-03-21 01:10:27"
41,11,9,"2021-03-21 01:10:26"
48,2,38,"2021-03-21 01:10:26"
49,27,13,"2021-03-21 01:10:26"
109,16,13,"2021-03-21 01:10:26"
111,20,20,"2021-03-21 01:10:26"
112,13,17,"2021-03-21 01:10:26"
3,20,0,"2021-03-21 01:10:26"
66,7,33,"2021-03-21 01:10:25"
79,13,14,"2021-03-21 01:10:25"
77,4,25,"2021-03-21 01:07:31"
83,22,18,"2021-03-21 01:07:09"
2,2,18,"2021-03-21 01:06:14"
73,22,8,"2021-03-21 01:05:36"
34,20,10,"2021-03-21 01:03:26"
95,30,10,"2021-03-21 01:03:21"
108,15,25,"2021-03-21 01:02:57"
36,9,31,"2021-03-21 01:00:43"
50,12,28,"2021-03-21 01:00:42"
59,5,15,"2021-03-21 01:00:42"
88,25,5,"2021-03-21 01:00:40"
23,1,29,"2021-03-21 01:00:39"
37,1,29,"2021-03-21 01:00:38"
58,12,28,"2021-03-21 01:00:37"
9,5,19,"2021-03-21 01:00:36"
76,19,19,"2021-03-21 01:00:36"
10,16,0,"2021-03-21 01:00:35"
107,11,29,"2021-03-21 01:00:35"
113,10,30,"2021-03-21 01:00:35"
19,12,18,"2021-03-21 01:00:35"
26,13,7,"2021-03-21 01:00:35"
27,0,20,"2021-03-21 01:00:35"
72,8,23,"2021-03-21 01:00:35"
63,7,28,"2021-03-21 01:00:35"
64,2,38,"2021-03-21 01:00:35"
62,3,37,"2021-03-21 01:00:35"
69,28,12,"2021-03-21 01:00:35"
96,14,16,"2021-03-21 01:00:35"
91,16,14,"2021-03-21 01:00:35"
99,1,29,"2021-03-21 01:00:35"
97,27,13,"2021-03-21 01:00:34"
93,11,29,"2021-03-21 01:00:34"
11,12,18,"2021-03-21 01:00:34"
7,0,29,"2021-03-21 01:00:34"
8,15,15,"2021-03-21 01:00:34"
80,21,19,"2021-03-21 01:00:34"
87,11,27,"2021-03-21 01:00:34"
90,19,21,"2021-03-21 01:00:34"
43,23,7,"2021-03-21 01:00:34"
51,2,38,"2021-03-21 01:00:34"
52,0,32,"2021-03-21 01:00:34"
71,14,26,"2021-03-21 01:00:34"
67,13,27,"2021-03-21 01:00:34"
68,29,11,"2021-03-21 01:00:34"
105,8,28,"2021-03-21 01:00:34"
24,7,12,"2021-03-21 01:00:34"
21,1,29,"2021-03-21 01:00:34"
30,0,20,"2021-03-21 01:00:34"
29,23,6,"2021-03-21 01:00:33"
22,1,19,"2021-03-21 01:00:33"
33,16,7,"2021-03-21 01:00:33"
39,3,17,"2021-03-21 01:00:33"
40,4,17,"2021-03-21 01:00:33"
31,10,9,"2021-03-21 01:00:33"
12,8,12,"2021-03-21 01:00:33"
6,0,20,"2021-03-21 01:00:33"
94,2,38,"2021-03-21 01:00:33"
100,25,0,"2021-03-21 01:00:33"
92,22,18,"2021-03-21 01:00:33"
78,25,15,"2021-03-21 01:00:33"
85,29,6,"2021-03-21 01:00:33"
86,2,36,"2021-03-21 01:00:33"
84,22,8,"2021-03-21 01:00:33"
110,4,36,"2021-03-21 01:00:33"
115,27,3,"2021-03-21 01:00:33"
116,15,15,"2021-03-21 01:00:33"
55,11,25,"2021-03-21 01:00:33"
56,13,27,"2021-03-21 01:00:32"
57,4,19,"2021-03-21 01:00:32"
47,1,39,"2021-03-21 01:00:32"
102,0,40,"2021-03-21 01:00:32"
103,1,39,"2021-03-21 01:00:32"
104,14,26,"2021-03-21 01:00:32"
38,14,26,"2021-03-21 01:00:32"
42,19,11,"2021-03-21 01:00:32"
16,7,13,"2021-03-21 01:00:32"
17,5,15,"2021-03-21 01:00:32"
25,16,14,"2021-03-21 01:00:32"
5,20,20,"2021-03-21 01:00:32"
13,10,20,"2021-03-21 01:00:32"
89,8,32,"2021-03-21 01:00:32"
82,6,16,"2021-03-21 01:00:32"
65,12,28,"2021-03-21 01:00:32"
74,15,15,"2021-03-21 01:00:31"
61,10,15,"2021-03-21 01:00:31"
28,4,26,"2021-03-21 01:00:31"
98,0,40,"2021-03-21 01:00:31"
45,11,19,"2021-03-21 01:00:31"
53,4,36,"2021-03-21 01:00:31"
44,16,14,"2021-03-21 01:00:31"
32,3,27,"2021-03-21 01:00:31"
117,6,34,"2021-03-21 01:00:31"
15,13,3,"2021-03-21 01:00:31"
4,14,6,"2021-03-21 01:00:30"
114,10,30,"2021-03-21 01:00:30"
106,18,22,"2021-03-21 01:00:29"
54,0,33,"2021-03-21 01:00:29"
18,10,20,"2021-03-21 01:00:22"
75,32,8,"2021-03-21 01:00:21"
101,15,15,"2021-03-21 01:00:21"
48,2,38,"2021-03-21 01:00:20"
49,27,13,"2021-03-21 01:00:20"
109,16,13,"2021-03-21 01:00:20"
111,20,20,"2021-03-21 01:00:20"
112,13,17,"2021-03-21 01:00:20"
41,11,9,"2021-03-21 01:00:20"
66,7,33,"2021-03-21 01:00:19"
