description,temp,temp_min,temp_max,humidity,intervals,number,available_bikes,available_bikes_stands,Day,Bikes_available
few clouds,9,7,11,76,2021-03-19 18:30:00,30,3,17,Friday,3
few clouds,9,7,11,76,2021-03-19 18:30:00,7,14,15,Friday,14
few clouds,9,7,11,76,2021-03-19 18:30:00,31,20,0,Friday,20
few clouds,9,7,11,76,2021-03-19 18:30:00,75,6,34,Friday,6
few clouds,9,7,11,76,2021-03-19 18:30:00,103,9,31,Friday,9
few clouds,9,7,11,76,2021-03-19 18:30:00,17,12,8,Friday,12
few clouds,9,7,11,76,2021-03-19 18:30:00,73,2,28,Friday,2
few clouds,9,7,11,76,2021-03-19 18:30:00,39,1,19,Friday,1
few clouds,9,7,11,76,2021-03-19 18:30:00,116,16,14,Friday,16
few clouds,9,7,11,76,2021-03-19 18:30:00,90,17,23,Friday,17
few clouds,9,7,11,76,2021-03-19 18:30:00,107,5,35,Friday,5
few clouds,9,7,11,76,2021-03-19 18:30:00,16,3,17,Friday,3
few clouds,9,7,11,76,2021-03-19 18:30:00,68,15,25,Friday,15
few clouds,9,7,11,76,2021-03-19 18:30:00,8,0,30,Friday,0
few clouds,9,7,11,76,2021-03-19 18:30:00,105,7,29,Friday,7
few clouds,9,7,11,76,2021-03-19 18:30:00,104,8,32,Friday,8
few clouds,9,7,11,76,2021-03-19 18:30:00,13,5,25,Friday,5
few clouds,9,7,11,76,2021-03-19 18:30:00,17,14,6,Friday,14
few clouds,9,7,11,76,2021-03-19 18:30:00,66,24,16,Friday,24
few clouds,9,7,11,76,2021-03-19 18:30:00,32,11,19,Friday,11
few clouds,9,7,11,76,2021-03-19 18:30:00,31,18,2,Friday,18
few clouds,9,7,11,76,2021-03-19 18:30:00,57,5,18,Friday,5
few clouds,9,7,11,76,2021-03-19 18:30:00,115,23,7,Friday,23
few clouds,9,7,11,76,2021-03-19 18:30:00,54,7,26,Friday,7
few clouds,9,7,11,76,2021-03-19 18:30:00,53,17,23,Friday,17
few clouds,9,7,11,76,2021-03-19 18:30:00,44,19,11,Friday,19
few clouds,9,7,11,76,2021-03-19 18:30:00,41,14,6,Friday,14
few clouds,9,7,11,76,2021-03-19 18:30:00,91,27,3,Friday,27
few clouds,9,7,11,76,2021-03-19 18:30:00,94,2,38,Friday,2
few clouds,9,7,11,76,2021-03-19 18:30:00,45,7,23,Friday,7
few clouds,9,7,11,76,2021-03-19 18:30:00,85,10,25,Friday,10
few clouds,9,7,11,76,2021-03-19 18:30:00,98,3,37,Friday,3
few clouds,9,7,11,76,2021-03-19 18:30:00,26,17,3,Friday,17
few clouds,9,7,11,76,2021-03-19 18:30:00,114,0,40,Friday,0
few clouds,9,7,11,76,2021-03-19 18:30:00,15,14,2,Friday,14
few clouds,9,7,11,76,2021-03-19 18:30:00,111,2,38,Friday,2
few clouds,9,7,11,76,2021-03-19 18:30:00,92,32,8,Friday,32
few clouds,9,7,11,76,2021-03-19 18:30:00,66,24,16,Friday,24
few clouds,9,7,11,76,2021-03-19 18:30:00,86,13,25,Friday,13
few clouds,9,7,11,76,2021-03-19 18:30:00,15,13,3,Friday,13
few clouds,9,7,11,76,2021-03-19 18:30:00,41,15,5,Friday,15
few clouds,9,7,11,76,2021-03-19 18:30:00,9,6,18,Friday,6
few clouds,9,7,11,76,2021-03-19 18:30:00,108,12,28,Friday,12
few clouds,9,7,11,76,2021-03-19 18:30:00,12,8,12,Friday,8
few clouds,9,7,11,76,2021-03-19 18:30:00,82,3,19,Friday,3
few clouds,9,7,11,76,2021-03-19 18:30:00,47,6,34,Friday,6
few clouds,9,7,11,76,2021-03-19 18:30:00,97,22,18,Friday,22
few clouds,9,7,11,76,2021-03-19 18:30:00,89,12,28,Friday,12
few clouds,9,7,11,76,2021-03-19 18:30:00,19,1,29,Friday,1
few clouds,9,7,11,76,2021-03-19 18:30:00,113,9,31,Friday,9
few clouds,9,7,11,76,2021-03-19 18:30:00,72,20,11,Friday,20
few clouds,9,7,11,76,2021-03-19 18:30:00,27,9,11,Friday,9
few clouds,9,7,11,76,2021-03-19 18:30:00,17,10,10,Friday,10
few clouds,9,7,11,76,2021-03-19 18:30:00,102,12,28,Friday,12
few clouds,9,7,11,76,2021-03-19 18:30:00,103,4,36,Friday,4
few clouds,9,7,11,76,2021-03-19 18:30:00,31,20,0,Friday,20
few clouds,9,7,11,76,2021-03-19 18:30:00,106,20,20,Friday,20
few clouds,9,7,11,76,2021-03-19 18:30:00,66,23,17,Friday,23
few clouds,9,7,11,76,2021-03-19 18:30:00,56,10,30,Friday,10
few clouds,9,7,11,76,2021-03-19 18:30:00,93,12,28,Friday,12
few clouds,9,7,11,76,2021-03-19 18:30:00,56,9,31,Friday,9
few clouds,9,7,11,76,2021-03-19 18:30:00,74,6,24,Friday,6
few clouds,9,7,11,76,2021-03-19 18:30:00,50,3,37,Friday,3
few clouds,9,7,11,76,2021-03-19 18:30:00,38,19,21,Friday,19
few clouds,9,7,11,76,2021-03-19 18:30:00,5,14,26,Friday,14
few clouds,9,7,11,76,2021-03-19 18:30:00,63,13,22,Friday,13
few clouds,9,7,11,76,2021-03-19 18:30:00,96,10,20,Friday,10
few clouds,9,7,11,76,2021-03-19 18:30:00,101,16,14,Friday,16
few clouds,9,7,11,76,2021-03-19 18:30:00,25,10,20,Friday,10
few clouds,9,7,11,76,2021-03-19 18:30:00,40,17,4,Friday,17
few clouds,9,7,11,76,2021-03-19 18:30:00,37,11,19,Friday,11
few clouds,9,7,11,76,2021-03-19 18:30:00,52,13,19,Friday,13
few clouds,9,7,11,76,2021-03-19 18:30:00,84,9,21,Friday,9
few clouds,9,7,11,76,2021-03-19 18:30:00,9,4,20,Friday,4
few clouds,9,7,11,76,2021-03-19 18:30:00,29,7,22,Friday,7
few clouds,9,7,11,76,2021-03-19 18:30:00,69,19,21,Friday,19
few clouds,9,7,11,76,2021-03-19 18:30:00,55,9,27,Friday,9
few clouds,9,7,11,76,2021-03-19 18:30:00,51,6,34,Friday,6
few clouds,9,7,11,76,2021-03-19 18:30:00,3,2,18,Friday,2
few clouds,9,7,11,76,2021-03-19 18:30:00,42,14,16,Friday,14
few clouds,9,7,11,76,2021-03-19 18:30:00,4,10,10,Friday,10
few clouds,9,7,11,76,2021-03-19 18:30:00,67,2,38,Friday,2
few clouds,9,7,11,76,2021-03-19 18:30:00,48,11,29,Friday,11
few clouds,9,7,11,76,2021-03-19 18:30:00,89,13,27,Friday,13
few clouds,9,7,11,76,2021-03-19 18:30:00,87,16,22,Friday,16
few clouds,9,7,11,76,2021-03-19 18:30:00,109,8,21,Friday,8
few clouds,9,7,11,76,2021-03-19 18:30:00,34,28,2,Friday,28
few clouds,9,7,11,76,2021-03-19 18:30:00,6,7,13,Friday,7
few clouds,9,7,11,76,2021-03-19 18:30:00,42,15,15,Friday,15
few clouds,9,7,11,76,2021-03-19 18:30:00,95,14,26,Friday,14
few clouds,9,7,11,76,2021-03-19 18:30:00,105,6,30,Friday,6
few clouds,9,7,11,76,2021-03-19 18:30:00,50,4,36,Friday,4
few clouds,9,7,11,76,2021-03-19 18:30:00,17,16,4,Friday,16
few clouds,9,7,11,76,2021-03-19 18:30:00,69,15,25,Friday,15
few clouds,9,7,11,76,2021-03-19 18:30:00,23,17,13,Friday,17
few clouds,9,7,11,76,2021-03-19 18:30:00,74,3,27,Friday,3
few clouds,9,7,11,76,2021-03-19 18:30:00,50,3,37,Friday,3
few clouds,9,7,11,76,2021-03-19 18:30:00,24,10,10,Friday,10
few clouds,9,7,11,76,2021-03-19 18:30:00,42,16,14,Friday,16
few clouds,9,7,11,76,2021-03-19 18:30:00,36,6,34,Friday,6
few clouds,9,7,11,76,2021-03-19 18:30:00,40,18,3,Friday,18
few clouds,9,7,11,76,2021-03-19 18:30:00,63,15,20,Friday,15
few clouds,9,7,11,76,2021-03-19 18:30:00,97,20,20,Friday,20
few clouds,9,7,11,76,2021-03-19 18:30:00,89,12,28,Friday,12
few clouds,9,7,11,76,2021-03-19 18:30:00,116,15,15,Friday,15
few clouds,9,7,11,76,2021-03-19 18:30:00,85,9,26,Friday,9
few clouds,9,7,11,76,2021-03-19 18:30:00,108,12,28,Friday,12
few clouds,9,7,11,76,2021-03-19 18:30:00,72,21,10,Friday,21
few clouds,9,7,11,76,2021-03-19 18:30:00,19,1,29,Friday,1
few clouds,9,7,11,76,2021-03-19 18:30:00,115,24,6,Friday,24
few clouds,9,7,11,76,2021-03-19 18:30:00,85,8,27,Friday,8
few clouds,9,7,11,76,2021-03-19 18:30:00,74,2,28,Friday,2
few clouds,9,7,11,76,2021-03-19 18:30:00,7,14,15,Friday,14
few clouds,9,7,11,76,2021-03-19 18:30:00,99,8,22,Friday,8
few clouds,9,7,11,76,2021-03-19 18:30:00,34,29,1,Friday,29
few clouds,9,7,11,76,2021-03-19 18:30:00,103,9,31,Friday,9
few clouds,9,7,11,76,2021-03-19 18:30:00,9,5,19,Friday,5
few clouds,9,7,11,76,2021-03-19 18:30:00,23,15,15,Friday,15
few clouds,9,7,11,76,2021-03-19 18:30:00,19,2,28,Friday,2
few clouds,9,7,11,76,2021-03-19 18:30:00,92,32,8,Friday,32
few clouds,9,7,11,76,2021-03-19 18:30:00,13,6,24,Friday,6
few clouds,9,7,11,76,2021-03-19 18:30:00,87,16,22,Friday,16
few clouds,9,7,11,76,2021-03-19 18:30:00,63,14,21,Friday,14
few clouds,9,7,11,76,2021-03-19 18:30:00,28,14,16,Friday,14
few clouds,9,7,11,76,2021-03-19 18:30:00,29,8,21,Friday,8
few clouds,9,7,11,76,2021-03-19 18:30:00,32,14,16,Friday,14
few clouds,9,7,11,76,2021-03-19 18:30:00,52,13,19,Friday,13
few clouds,9,7,11,76,2021-03-19 18:30:00,30,4,16,Friday,4
few clouds,9,7,11,76,2021-03-19 18:30:00,86,15,23,Friday,15
few clouds,9,7,11,76,2021-03-19 18:30:00,84,9,21,Friday,9
few clouds,9,7,11,76,2021-03-19 18:30:00,3,2,18,Friday,2
few clouds,9,7,11,76,2021-03-19 18:30:00,55,9,27,Friday,9
few clouds,9,7,11,76,2021-03-19 18:30:00,51,6,34,Friday,6
few clouds,9,7,11,76,2021-03-19 18:30:00,12,8,12,Friday,8
few clouds,9,7,11,76,2021-03-19 18:30:00,78,9,31,Friday,9
few clouds,9,7,11,76,2021-03-19 18:30:00,68,14,26,Friday,14
few clouds,9,7,11,76,2021-03-19 18:30:00,47,6,34,Friday,6
few clouds,9,7,11,76,2021-03-19 18:30:00,99,7,23,Friday,7
few clouds,9,7,11,76,2021-03-19 18:30:00,90,15,25,Friday,15
few clouds,9,7,11,76,2021-03-19 18:30:00,24,11,9,Friday,11
few clouds,9,7,11,76,2021-03-19 18:30:00,64,10,30,Friday,10
few clouds,9,7,11,76,2021-03-19 18:30:00,62,5,35,Friday,5
few clouds,9,7,11,76,2021-03-19 18:30:00,37,10,20,Friday,10
few clouds,9,7,11,76,2021-03-19 18:30:00,80,26,14,Friday,26
few clouds,9,7,11,76,2021-03-19 18:30:00,77,2,27,Friday,2
few clouds,9,7,11,76,2021-03-19 18:30:00,88,14,16,Friday,14
few clouds,9,7,11,76,2021-03-19 18:30:00,26,18,2,Friday,18
few clouds,9,7,11,76,2021-03-19 18:30:00,110,13,27,Friday,13
few clouds,9,7,11,76,2021-03-19 18:30:00,65,2,38,Friday,2
few clouds,9,7,11,76,2021-03-19 18:30:00,71,19,21,Friday,19
few clouds,9,7,11,76,2021-03-19 18:30:00,58,9,31,Friday,9
few clouds,9,7,11,76,2021-03-19 18:30:00,2,3,17,Friday,3
few clouds,9,7,11,76,2021-03-19 18:30:00,61,14,11,Friday,14
few clouds,9,7,11,76,2021-03-19 18:30:00,100,24,1,Friday,24
few clouds,9,7,11,76,2021-03-19 18:30:00,59,7,13,Friday,7
few clouds,9,7,11,76,2021-03-19 18:30:00,67,1,39,Friday,1
few clouds,9,7,11,76,2021-03-19 18:30:00,82,3,19,Friday,3
few clouds,9,7,11,76,2021-03-19 18:30:00,69,17,23,Friday,17
few clouds,9,7,11,76,2021-03-19 18:30:00,22,3,17,Friday,3
few clouds,9,7,11,76,2021-03-19 18:30:00,5,13,27,Friday,13
few clouds,9,7,11,76,2021-03-19 18:30:00,9,5,19,Friday,5
few clouds,9,7,11,76,2021-03-19 18:30:00,11,9,21,Friday,9
few clouds,9,7,11,76,2021-03-19 18:30:00,39,2,18,Friday,2
few clouds,9,7,11,76,2021-03-19 18:30:00,10,11,5,Friday,11
few clouds,9,7,11,76,2021-03-19 18:30:00,113,9,31,Friday,9
few clouds,9,7,11,76,2021-03-19 18:30:00,93,12,28,Friday,12
few clouds,9,7,11,76,2021-03-19 18:30:00,27,9,11,Friday,9
few clouds,9,7,11,76,2021-03-19 18:30:00,16,4,16,Friday,4
few clouds,9,7,11,76,2021-03-19 18:30:00,102,13,27,Friday,13
few clouds,9,7,11,76,2021-03-19 18:30:00,106,20,20,Friday,20
few clouds,9,7,11,76,2021-03-19 18:30:00,79,7,20,Friday,7
few clouds,9,7,11,76,2021-03-19 18:30:00,112,12,18,Friday,12
few clouds,9,7,11,76,2021-03-19 18:30:00,21,1,29,Friday,1
few clouds,9,7,11,76,2021-03-19 18:30:00,83,17,23,Friday,17
few clouds,9,7,11,76,2021-03-19 18:30:00,4,9,11,Friday,9
few clouds,9,7,11,76,2021-03-19 18:30:00,43,10,20,Friday,10
few clouds,9,7,11,76,2021-03-19 18:30:00,18,6,24,Friday,6
few clouds,9,7,11,76,2021-03-19 18:30:00,91,26,4,Friday,26
few clouds,9,7,11,76,2021-03-19 18:30:00,33,12,11,Friday,12
few clouds,9,7,11,76,2021-03-19 18:30:00,28,15,15,Friday,15
few clouds,9,7,11,76,2021-03-19 18:30:00,48,12,28,Friday,12
few clouds,9,7,11,76,2021-03-19 18:30:00,95,15,25,Friday,15
few clouds,9,7,11,76,2021-03-19 18:30:00,101,14,16,Friday,14
few clouds,8,7,11,81,2021-03-19 19:00:00,18,14,16,Friday,14
few clouds,8,7,11,81,2021-03-19 19:00:00,105,7,29,Friday,7
few clouds,8,7,11,81,2021-03-19 19:00:00,53,17,23,Friday,17
few clouds,8,7,11,81,2021-03-19 19:00:00,43,10,20,Friday,10
few clouds,8,7,11,81,2021-03-19 19:00:00,19,0,30,Friday,0
few clouds,8,7,11,81,2021-03-19 19:00:00,97,22,18,Friday,22
few clouds,8,7,11,81,2021-03-19 19:00:00,84,10,20,Friday,10
few clouds,8,7,11,81,2021-03-19 19:00:00,117,5,35,Friday,5
few clouds,8,7,11,81,2021-03-19 19:00:00,9,6,18,Friday,6
few clouds,8,7,11,81,2021-03-19 19:00:00,30,3,17,Friday,3
few clouds,8,7,11,81,2021-03-19 19:00:00,64,9,31,Friday,9
few clouds,8,7,11,81,2021-03-19 19:00:00,76,21,17,Friday,21
few clouds,8,7,11,81,2021-03-19 19:00:00,49,11,29,Friday,11
few clouds,8,7,11,81,2021-03-19 19:00:00,101,19,11,Friday,19
few clouds,8,7,11,81,2021-03-19 19:00:00,72,21,10,Friday,21
few clouds,8,7,11,81,2021-03-19 19:00:00,61,15,10,Friday,15
few clouds,8,7,11,81,2021-03-19 19:00:00,28,18,12,Friday,18
few clouds,8,7,11,81,2021-03-19 19:00:00,22,2,18,Friday,2
few clouds,8,7,11,81,2021-03-19 19:00:00,103,3,37,Friday,3
few clouds,8,7,11,81,2021-03-19 19:00:00,24,10,10,Friday,10
few clouds,8,7,11,81,2021-03-19 19:00:00,44,21,9,Friday,21
few clouds,8,7,11,81,2021-03-19 19:00:00,16,3,17,Friday,3
few clouds,8,7,11,81,2021-03-19 19:00:00,111,2,38,Friday,2
few clouds,8,7,11,81,2021-03-19 19:00:00,114,0,40,Friday,0
few clouds,8,7,11,81,2021-03-19 19:00:00,2,6,14,Friday,6
few clouds,8,7,11,81,2021-03-19 19:00:00,23,19,11,Friday,19
few clouds,8,7,11,81,2021-03-19 19:00:00,88,19,11,Friday,19
few clouds,8,7,11,81,2021-03-19 19:00:00,13,5,25,Friday,5
few clouds,8,7,11,81,2021-03-19 19:00:00,2,5,15,Friday,5
few clouds,8,7,11,81,2021-03-19 19:00:00,6,1,19,Friday,1
few clouds,8,7,11,81,2021-03-19 19:00:00,63,14,21,Friday,14
few clouds,8,7,11,81,2021-03-19 19:00:00,45,7,23,Friday,7
few clouds,8,7,11,81,2021-03-19 19:00:00,77,5,24,Friday,5
few clouds,8,7,11,81,2021-03-19 19:00:00,65,0,40,Friday,0
few clouds,8,7,11,81,2021-03-19 19:00:00,58,8,32,Friday,8
few clouds,8,7,11,81,2021-03-19 19:00:00,54,7,26,Friday,7
few clouds,8,7,11,81,2021-03-19 19:00:00,90,16,24,Friday,16
few clouds,8,7,11,81,2021-03-19 19:00:00,62,6,34,Friday,6
few clouds,8,7,11,81,2021-03-19 19:00:00,94,2,38,Friday,2
few clouds,8,7,11,81,2021-03-19 19:00:00,80,24,16,Friday,24
few clouds,8,7,11,81,2021-03-19 19:00:00,98,3,37,Friday,3
few clouds,8,7,11,81,2021-03-19 19:00:00,32,10,20,Friday,10
few clouds,8,7,11,81,2021-03-19 19:00:00,26,17,3,Friday,17
few clouds,8,7,11,81,2021-03-19 19:00:00,52,11,21,Friday,11
few clouds,8,7,11,81,2021-03-19 19:00:00,5,13,27,Friday,13
few clouds,8,7,11,81,2021-03-19 19:00:00,115,25,5,Friday,25
few clouds,8,7,11,81,2021-03-19 19:00:00,40,15,6,Friday,15
few clouds,8,7,11,81,2021-03-19 19:00:00,36,5,35,Friday,5
few clouds,8,7,11,81,2021-03-19 19:00:00,56,13,27,Friday,13
few clouds,8,7,11,81,2021-03-19 19:00:00,15,13,3,Friday,13
few clouds,8,7,11,81,2021-03-19 19:00:00,41,15,5,Friday,15
few clouds,8,7,11,81,2021-03-19 19:00:00,8,0,30,Friday,0
few clouds,8,7,11,81,2021-03-19 19:00:00,108,12,28,Friday,12
few clouds,8,7,11,81,2021-03-19 19:00:00,69,22,18,Friday,22
few clouds,8,7,11,81,2021-03-19 19:00:00,25,9,21,Friday,9
few clouds,8,7,11,81,2021-03-19 19:00:00,95,17,23,Friday,17
few clouds,8,7,11,81,2021-03-19 19:00:00,85,9,26,Friday,9
few clouds,8,7,11,81,2021-03-19 19:00:00,59,8,12,Friday,8
few clouds,8,7,11,81,2021-03-19 19:00:00,33,14,9,Friday,14
few clouds,8,7,11,81,2021-03-19 19:00:00,87,14,24,Friday,14
few clouds,8,7,11,81,2021-03-19 19:00:00,116,15,15,Friday,15
few clouds,8,7,11,81,2021-03-19 19:00:00,89,12,28,Friday,12
few clouds,8,7,11,81,2021-03-19 19:00:00,32,9,21,Friday,9
few clouds,8,7,11,81,2021-03-19 19:00:00,80,23,17,Friday,23
few clouds,8,7,11,81,2021-03-19 19:00:00,113,9,31,Friday,9
few clouds,8,7,11,81,2021-03-19 19:00:00,93,12,28,Friday,12
few clouds,8,7,11,81,2021-03-19 19:00:00,23,18,12,Friday,18
few clouds,8,7,11,81,2021-03-19 19:00:00,31,19,1,Friday,19
few clouds,8,7,11,81,2021-03-19 19:00:00,47,6,34,Friday,6
few clouds,8,7,11,81,2021-03-19 19:00:00,92,28,12,Friday,28
few clouds,8,7,11,81,2021-03-19 19:00:00,38,16,24,Friday,16
few clouds,8,7,11,81,2021-03-19 19:00:00,79,7,20,Friday,7
few clouds,8,7,11,81,2021-03-19 19:00:00,42,17,13,Friday,17
few clouds,8,7,11,81,2021-03-19 19:00:00,10,14,2,Friday,14
few clouds,8,7,11,81,2021-03-19 19:00:00,104,7,33,Friday,7
few clouds,8,7,11,81,2021-03-19 19:00:00,102,13,27,Friday,13
few clouds,8,7,11,81,2021-03-19 19:00:00,66,23,17,Friday,23
few clouds,8,7,11,81,2021-03-19 19:00:00,91,27,3,Friday,27
few clouds,8,7,11,81,2021-03-19 19:00:00,78,9,31,Friday,9
few clouds,8,7,11,81,2021-03-19 19:00:00,96,10,20,Friday,10
few clouds,8,7,11,81,2021-03-19 19:00:00,4,9,11,Friday,9
few clouds,8,7,11,81,2021-03-19 19:00:00,99,6,24,Friday,6
few clouds,8,7,11,81,2021-03-19 19:00:00,37,11,19,Friday,11
few clouds,8,7,11,81,2021-03-19 19:00:00,74,1,29,Friday,1
few clouds,8,7,11,81,2021-03-19 19:00:00,17,10,10,Friday,10
few clouds,8,7,11,81,2021-03-19 19:00:00,57,7,16,Friday,7
few clouds,8,7,11,81,2021-03-19 19:00:00,51,6,34,Friday,6
few clouds,8,7,11,81,2021-03-19 19:00:00,55,9,27,Friday,9
few clouds,8,7,11,81,2021-03-19 19:00:00,12,7,13,Friday,7
few clouds,8,7,11,81,2021-03-19 19:00:00,82,3,19,Friday,3
few clouds,8,7,11,81,2021-03-19 19:00:00,73,2,28,Friday,2
few clouds,8,7,11,81,2021-03-19 19:00:00,58,9,31,Friday,9
few clouds,8,7,11,81,2021-03-19 19:00:00,86,15,23,Friday,15
few clouds,8,7,11,81,2021-03-19 19:00:00,92,30,10,Friday,30
few clouds,8,7,11,81,2021-03-19 19:00:00,22,2,18,Friday,2
few clouds,8,7,11,81,2021-03-19 19:00:00,91,26,4,Friday,26
few clouds,8,7,11,81,2021-03-19 19:00:00,52,12,20,Friday,12
few clouds,8,7,11,81,2021-03-19 19:00:00,73,2,28,Friday,2
few clouds,8,7,11,81,2021-03-19 19:00:00,37,11,19,Friday,11
few clouds,8,7,11,81,2021-03-19 19:00:00,18,12,18,Friday,12
few clouds,8,7,11,81,2021-03-19 19:00:00,52,12,20,Friday,12
few clouds,8,7,11,81,2021-03-19 19:00:00,84,9,21,Friday,9
few clouds,8,7,11,81,2021-03-19 19:00:00,29,7,22,Friday,7
few clouds,8,7,11,81,2021-03-19 19:00:00,51,6,34,Friday,6
few clouds,8,7,11,81,2021-03-19 19:00:00,55,9,27,Friday,9
few clouds,8,7,11,81,2021-03-19 19:00:00,12,7,13,Friday,7
few clouds,8,7,11,81,2021-03-19 19:00:00,4,9,11,Friday,9
few clouds,8,7,11,81,2021-03-19 19:00:00,82,3,19,Friday,3
few clouds,8,7,11,81,2021-03-19 19:00:00,40,16,5,Friday,16
few clouds,8,7,11,81,2021-03-19 19:00:00,86,15,23,Friday,15
few clouds,8,7,11,81,2021-03-19 19:00:00,40,15,6,Friday,15
few clouds,8,7,11,81,2021-03-19 19:00:00,25,9,21,Friday,9
few clouds,8,7,11,81,2021-03-19 19:00:00,90,18,22,Friday,18
few clouds,8,7,11,81,2021-03-19 19:00:00,56,14,26,Friday,14
few clouds,8,7,11,81,2021-03-19 19:00:00,69,22,18,Friday,22
few clouds,8,7,11,81,2021-03-19 19:00:00,83,19,21,Friday,19
few clouds,8,7,11,81,2021-03-19 19:00:00,15,13,3,Friday,13
few clouds,8,7,11,81,2021-03-19 19:00:00,42,14,16,Friday,14
few clouds,8,7,11,81,2021-03-19 19:00:00,41,15,5,Friday,15
few clouds,8,7,11,81,2021-03-19 19:00:00,6,5,15,Friday,5
few clouds,8,7,11,81,2021-03-19 19:00:00,67,2,38,Friday,2
few clouds,8,7,11,81,2021-03-19 19:00:00,42,16,14,Friday,16
few clouds,8,7,11,81,2021-03-19 19:00:00,10,13,3,Friday,13
few clouds,8,7,11,81,2021-03-19 19:00:00,30,3,17,Friday,3
few clouds,8,7,11,81,2021-03-19 19:00:00,34,26,4,Friday,26
few clouds,8,7,11,81,2021-03-19 19:00:00,76,21,17,Friday,21
few clouds,8,7,11,81,2021-03-19 19:00:00,115,24,6,Friday,24
few clouds,8,7,11,81,2021-03-19 19:00:00,16,3,17,Friday,3
few clouds,8,7,11,81,2021-03-19 19:00:00,7,14,15,Friday,14
few clouds,8,7,11,81,2021-03-19 19:00:00,61,15,10,Friday,15
few clouds,8,7,11,81,2021-03-19 19:00:00,96,10,20,Friday,10
few clouds,8,7,11,81,2021-03-19 19:00:00,5,13,27,Friday,13
few clouds,8,7,11,81,2021-03-19 19:00:00,86,14,24,Friday,14
few clouds,8,7,11,81,2021-03-19 19:00:00,72,19,12,Friday,19
few clouds,8,7,11,81,2021-03-19 19:00:00,68,15,25,Friday,15
few clouds,8,7,11,81,2021-03-19 19:00:00,99,6,24,Friday,6
few clouds,8,7,11,81,2021-03-19 19:00:00,36,5,35,Friday,5
few clouds,8,7,11,81,2021-03-19 19:00:00,102,13,27,Friday,13
few clouds,8,7,11,81,2021-03-19 19:00:00,116,16,14,Friday,16
few clouds,8,7,11,81,2021-03-19 19:00:00,65,1,39,Friday,1
few clouds,8,7,11,81,2021-03-19 19:00:00,87,16,22,Friday,16
few clouds,8,7,11,81,2021-03-19 19:00:00,23,19,11,Friday,19
few clouds,8,7,11,81,2021-03-19 19:00:00,7,15,14,Friday,15
few clouds,8,7,11,81,2021-03-19 19:00:00,21,1,29,Friday,1
few clouds,8,7,11,81,2021-03-19 19:00:00,77,4,25,Friday,4
few clouds,8,7,11,81,2021-03-19 19:00:00,44,20,10,Friday,20
few clouds,8,7,11,81,2021-03-19 19:00:00,100,25,0,Friday,25
few clouds,8,7,11,81,2021-03-19 19:00:00,109,8,21,Friday,8
few clouds,8,7,11,81,2021-03-19 19:00:00,71,18,22,Friday,18
few clouds,8,7,11,81,2021-03-19 19:00:00,107,4,36,Friday,4
few clouds,8,7,11,81,2021-03-19 19:00:00,49,10,30,Friday,10
few clouds,8,7,11,81,2021-03-19 19:00:00,64,10,30,Friday,10
few clouds,8,7,11,81,2021-03-19 19:00:00,110,12,28,Friday,12
few clouds,8,7,11,81,2021-03-19 19:00:00,11,9,21,Friday,9
few clouds,8,7,11,81,2021-03-19 19:00:00,68,12,28,Friday,12
few clouds,8,7,11,81,2021-03-19 19:00:00,3,3,17,Friday,3
few clouds,8,7,11,81,2021-03-19 19:00:00,112,12,18,Friday,12
few clouds,8,7,11,81,2021-03-19 19:00:00,75,6,34,Friday,6
few clouds,8,7,11,81,2021-03-19 19:00:00,6,3,17,Friday,3
few clouds,8,7,11,81,2021-03-19 19:00:00,34,28,2,Friday,28
few clouds,8,7,11,81,2021-03-19 19:00:00,104,8,32,Friday,8
few clouds,8,7,11,81,2021-03-19 19:00:00,101,18,12,Friday,18
few clouds,8,7,11,81,2021-03-19 19:00:00,43,9,21,Friday,9
few clouds,8,7,11,81,2021-03-19 19:00:00,48,11,29,Friday,11
few clouds,8,7,11,81,2021-03-19 19:00:00,108,12,28,Friday,12
few clouds,8,7,11,81,2021-03-19 19:00:00,24,11,9,Friday,11
few clouds,8,7,11,81,2021-03-19 19:00:00,29,7,22,Friday,7
few clouds,8,7,11,81,2021-03-19 19:00:00,50,5,35,Friday,5
few clouds,8,7,11,81,2021-03-19 19:00:00,92,29,11,Friday,29
few clouds,8,7,11,81,2021-03-19 19:00:00,39,5,15,Friday,5
few clouds,8,7,11,81,2021-03-19 19:00:00,38,17,23,Friday,17
few clouds,8,7,11,81,2021-03-19 19:00:00,85,9,26,Friday,9
few clouds,8,7,11,81,2021-03-19 19:00:00,33,14,9,Friday,14
few clouds,8,7,11,81,2021-03-19 19:00:00,47,6,34,Friday,6
few clouds,8,7,11,81,2021-03-19 19:00:00,8,2,28,Friday,2
few clouds,8,7,11,81,2021-03-19 19:00:00,59,9,11,Friday,9
few clouds,8,7,11,81,2021-03-19 19:00:00,116,15,15,Friday,15
few clouds,8,7,11,81,2021-03-19 19:00:00,89,12,28,Friday,12
few clouds,8,7,11,81,2021-03-19 19:00:00,79,8,19,Friday,8
few clouds,8,7,11,81,2021-03-19 19:00:00,87,14,24,Friday,14
few clouds,8,7,11,81,2021-03-19 19:00:00,93,12,28,Friday,12
few clouds,8,7,11,81,2021-03-19 19:00:00,113,9,31,Friday,9
few clouds,8,7,11,81,2021-03-19 19:00:00,74,2,28,Friday,2
few clouds,8,7,11,81,2021-03-19 19:00:00,21,0,30,Friday,0
