number,available_bikes,available_bikes_stands,intervals,description,temp,temp_min,temp_max,humidity,Day,Bikes_available
23,3,27,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,3
78,17,23,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,17
4,9,11,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,9
52,3,29,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,3
24,6,14,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,6
24,7,13,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,7
33,16,7,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,16
54,0,33,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,0
31,16,4,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,16
58,17,23,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,17
19,11,19,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,11
5,19,21,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,19
32,5,25,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,5
88,21,9,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,21
22,0,20,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,0
50,5,35,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,5
39,2,18,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,2
58,16,24,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,16
32,6,24,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,6
50,8,32,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,8
9,1,23,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,1
68,27,13,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,27
107,12,28,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,12
38,11,29,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,11
26,12,8,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,12
97,24,16,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,24
7,4,25,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,4
100,25,0,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,25
2,2,18,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,2
101,19,11,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,19
42,18,12,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,18
31,15,5,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,15
12,8,12,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,8
17,8,12,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,8
48,4,36,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,4
11,11,19,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,11
71,15,25,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,15
73,12,18,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,12
15,13,3,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,13
114,7,33,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,7
10,9,7,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,9
66,6,34,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,6
5,21,19,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,21
49,25,15,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,25
74,14,16,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,14
27,0,20,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,0
43,26,4,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,26
29,22,7,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,22
51,0,40,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,0
98,0,40,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,0
21,4,26,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,4
86,10,28,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,10
62,6,34,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,6
61,8,17,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,8
8,16,14,2021-03-20 18:45:00,scattered clouds,10,8,11,81,Saturday,16
17,7,13,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,7
24,0,20,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,0
112,16,14,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,16
82,1,21,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,1
2,3,17,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,3
41,11,9,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,11
27,0,20,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,0
72,9,22,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,9
98,0,40,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,0
68,27,13,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,27
51,0,40,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,0
62,5,35,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,5
114,7,33,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,7
108,10,30,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,10
90,15,25,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,15
115,24,6,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,24
49,23,17,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,23
91,21,9,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,21
9,1,23,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,1
29,22,7,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,22
111,20,20,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,20
34,20,10,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,20
92,22,18,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,22
44,18,12,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,18
80,20,20,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,20
42,16,14,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,16
89,9,31,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,9
66,7,33,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,7
38,14,26,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,14
40,4,17,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,4
102,0,40,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,0
116,17,13,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,17
63,10,25,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,10
101,17,13,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,17
59,8,12,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,8
74,13,17,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,13
67,16,24,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,16
18,14,16,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,14
109,14,15,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,14
15,12,4,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,12
106,15,25,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,15
105,7,29,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,7
50,6,34,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,6
71,17,23,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,17
57,6,17,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,6
26,12,8,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,12
64,4,36,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,4
86,6,32,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,6
28,7,23,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,7
7,2,27,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,2
16,8,12,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,8
87,12,26,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,12
75,25,15,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,25
82,2,20,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,2
38,13,27,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,13
74,14,16,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,14
56,7,33,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,7
22,0,20,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,0
13,10,20,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,10
36,9,31,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,9
108,11,29,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,11
96,15,15,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,15
103,1,39,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,1
34,17,13,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,17
9,0,24,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,0
69,20,20,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,20
101,18,12,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,18
21,3,27,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,3
19,13,17,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,13
58,15,25,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,15
110,6,34,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,6
97,24,16,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,24
48,5,35,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,5
77,1,28,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,1
100,25,0,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,25
39,2,18,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,2
69,22,18,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,22
61,9,16,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,9
12,8,12,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,8
5,23,17,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,23
44,19,11,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,19
31,12,8,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,12
11,11,19,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,11
40,3,18,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,3
54,0,33,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,0
23,4,26,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,4
50,7,33,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,7
32,6,24,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,6
6,0,20,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,0
76,17,21,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,17
62,4,36,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,4
3,20,0,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,20
107,10,30,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,10
37,3,27,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,3
113,9,31,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,9
10,10,6,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,10
72,8,23,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,8
17,8,12,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,8
102,1,39,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,1
109,13,16,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,13
36,8,32,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,8
40,5,16,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,5
50,8,32,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,8
79,10,17,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,10
61,8,17,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,8
8,16,14,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,16
19,9,21,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,9
52,3,29,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,3
107,12,28,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,12
73,12,18,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,12
23,3,27,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,3
41,10,10,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,10
65,11,29,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,11
39,3,17,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,3
52,1,31,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,1
78,16,24,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,16
53,5,35,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,5
4,10,10,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,10
33,18,5,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,18
19,10,20,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,10
30,1,19,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,1
99,2,28,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,2
24,0,17,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,0
45,11,19,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,11
95,22,18,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,22
19,11,19,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,11
8,17,13,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,17
25,15,15,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,15
47,7,33,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,7
86,7,31,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,7
117,6,34,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,6
115,20,10,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,20
49,24,16,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,24
21,4,26,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,4
88,22,8,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,22
48,4,36,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,4
42,17,13,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,17
94,2,38,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,2
84,20,10,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,20
55,10,26,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,10
73,15,15,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,15
104,13,27,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,13
85,26,9,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,26
77,2,27,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,2
43,29,1,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,29
93,11,29,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,11
83,14,26,2021-03-20 19:00:00,scattered clouds,10,8,11,81,Saturday,14
114,8,32,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,8
63,9,26,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,9
29,24,5,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,24
95,24,16,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,24
74,14,16,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,14
13,10,20,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,10
19,16,14,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,16
108,11,29,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,11
103,1,39,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,1
90,16,24,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,16
101,18,12,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,18
31,11,9,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,11
42,18,12,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,18
58,17,23,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,17
94,2,38,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,2
93,11,29,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,11
75,25,15,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,25
43,29,1,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,29
9,2,22,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,2
107,10,30,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,10
110,6,34,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,6
16,8,12,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,8
86,2,36,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,2
68,27,13,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,27
23,4,26,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,4
32,6,24,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,6
17,6,14,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,6
72,11,20,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,11
6,0,20,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,0
76,17,21,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,17
62,4,36,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,4
64,4,36,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,4
96,17,13,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,17
22,0,20,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,0
2,1,19,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,1
97,23,17,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,23
28,7,23,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,7
4,12,8,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,12
66,8,32,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,8
7,2,27,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,2
87,12,26,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,12
49,24,16,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,24
104,13,27,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,13
117,7,33,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,7
73,15,15,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,15
37,3,27,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,3
79,10,17,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,10
21,3,27,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,3
80,20,20,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,20
89,9,31,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,9
24,2,18,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,2
102,0,40,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,0
116,17,13,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,17
59,8,12,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,8
38,13,27,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,13
52,0,32,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,0
82,3,19,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,3
15,12,4,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,12
106,15,25,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,15
105,7,29,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,7
74,13,17,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,13
71,17,23,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,17
92,22,18,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,22
10,12,4,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,12
113,9,31,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,9
34,21,9,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,21
42,19,11,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,19
25,15,15,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,15
115,23,7,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,23
88,23,7,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,23
84,20,10,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,20
85,26,9,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,26
36,8,32,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,8
45,12,18,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,12
30,1,19,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,1
65,11,29,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,11
33,15,8,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,15
55,11,25,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,11
12,9,11,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,9
52,1,31,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,1
78,16,24,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,16
53,5,35,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,5
99,2,28,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,2
91,21,9,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,21
18,13,17,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,13
34,22,8,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,22
50,13,27,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,13
8,17,13,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,17
3,20,0,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,20
54,0,33,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,0
44,19,11,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,19
33,18,5,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,18
45,11,19,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,11
95,22,18,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,22
38,14,26,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,14
97,22,18,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,22
42,16,14,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,16
4,10,10,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,10
19,14,16,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,14
11,11,19,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,11
47,5,35,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,5
58,16,24,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,16
111,19,21,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,19
10,13,3,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,13
83,14,26,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,14
114,6,34,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,6
91,20,10,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,20
63,10,25,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,10
66,7,33,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,7
90,15,25,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,15
67,15,25,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,15
40,2,19,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,2
115,24,6,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,24
9,1,23,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,1
49,23,17,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,23
26,12,8,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,12
109,13,16,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,13
77,1,28,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,1
56,8,32,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,8
100,25,0,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,25
5,19,21,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,19
111,18,22,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,18
50,12,28,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,12
39,2,18,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,2
12,8,12,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,8
69,21,19,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,21
56,9,31,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,9
31,10,10,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,10
72,10,21,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,10
83,15,25,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,15
29,22,7,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,22
18,14,16,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,14
112,17,13,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,17
57,6,17,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,6
61,9,16,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,9
2,3,17,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,3
41,11,9,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,11
17,5,15,2021-03-20 19:15:00,scattered clouds,10,8,11,81,Saturday,5
