number,available_bikes,available_bikes_stands,intervals,description,temp,temp_min,temp_max,humidity,Day,Bikes_available
114,7,33,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,7
41,16,4,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,16
113,9,31,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,9
104,8,32,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,8
103,2,38,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,2
88,18,12,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,18
3,11,9,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,11
95,19,21,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,19
69,15,25,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,15
16,6,14,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,6
73,0,30,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,0
4,11,9,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,11
92,32,8,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,32
11,8,22,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,8
42,17,13,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,17
55,11,25,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,11
82,5,17,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,5
117,5,35,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,5
109,10,19,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,10
85,13,22,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,13
5,18,22,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,18
91,16,14,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,16
29,14,15,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,14
93,12,28,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,12
39,6,14,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,6
86,20,18,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,20
79,8,19,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,8
94,2,38,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,2
21,9,21,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,9
19,1,29,2021-03-20 10:15:00,broken clouds,9,8,9,93,Saturday,1
50,10,30,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,10
42,16,14,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,16
64,9,31,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,9
74,15,15,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,15
59,8,12,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,8
100,23,2,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,23
5,19,21,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,19
19,1,29,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,1
102,10,30,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,10
79,8,19,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,8
117,4,36,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,4
27,10,10,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,10
21,9,21,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,9
52,7,25,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,7
93,12,28,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,12
82,5,17,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,5
43,15,15,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,15
54,6,27,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,6
94,2,38,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,2
8,9,21,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,9
33,1,22,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,1
22,3,17,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,3
114,7,33,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,7
26,17,3,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,17
71,17,23,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,17
48,8,32,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,8
4,12,8,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,12
13,2,28,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,2
2,4,16,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,4
36,4,36,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,4
115,16,14,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,16
107,0,40,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,0
111,15,25,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,15
61,12,13,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,12
69,13,27,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,13
96,15,15,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,15
16,7,13,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,7
56,9,31,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,9
72,23,8,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,23
45,5,25,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,5
97,19,21,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,19
3,9,11,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,9
41,16,4,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,16
9,10,14,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,10
104,8,32,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,8
33,4,19,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,4
63,13,22,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,13
30,1,19,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,1
108,13,27,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,13
49,6,34,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,6
65,10,30,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,10
116,13,17,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,13
88,16,14,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,16
53,19,21,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,19
7,10,19,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,10
27,9,11,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,9
68,17,23,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,17
37,8,22,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,8
3,8,12,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,8
25,12,18,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,12
23,17,13,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,17
67,6,34,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,6
85,19,16,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,19
69,12,28,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,12
62,2,38,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,2
28,18,12,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,18
103,2,38,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,2
24,9,11,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,9
44,8,22,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,8
32,14,16,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,14
34,25,5,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,25
83,21,19,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,21
92,32,8,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,32
11,8,22,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,8
57,8,15,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,8
58,9,31,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,9
110,15,25,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,15
86,18,20,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,18
51,6,34,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,6
55,11,25,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,11
109,10,19,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,10
75,18,22,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,18
111,13,27,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,13
99,6,24,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,6
77,10,19,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,10
113,9,31,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,9
77,18,11,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,18
57,9,14,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,9
110,14,26,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,14
33,2,21,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,2
9,11,13,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,11
83,22,18,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,22
84,13,17,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,13
51,7,33,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,7
19,0,30,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,0
69,15,25,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,15
3,11,9,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,11
40,6,15,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,6
85,13,22,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,13
78,13,27,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,13
88,18,12,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,18
77,19,10,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,19
116,14,16,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,14
29,8,21,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,8
15,15,1,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,15
66,19,21,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,19
87,16,22,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,16
101,17,13,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,17
68,16,24,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,16
3,10,10,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,10
47,5,35,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,5
32,15,15,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,15
50,9,31,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,9
18,14,16,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,14
78,12,28,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,12
84,22,8,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,22
6,2,18,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,2
95,20,20,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,20
106,9,31,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,9
73,1,29,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,1
38,24,16,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,24
80,17,23,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,17
17,11,9,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,11
56,10,30,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,10
12,5,15,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,5
34,24,6,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,24
68,15,25,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,15
72,24,7,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,24
44,9,21,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,9
24,8,12,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,8
112,10,20,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,10
76,19,19,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,19
105,9,27,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,9
31,6,14,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,6
89,8,32,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,8
91,17,13,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,17
10,15,1,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,15
90,12,28,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,12
29,7,22,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,7
39,7,13,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,7
98,2,38,2021-03-20 10:30:00,broken clouds,9,8,10,93,Saturday,2
3,8,12,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,8
25,12,18,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,12
84,21,9,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,21
39,7,13,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,7
31,7,13,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,7
37,8,22,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,8
68,17,23,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,17
78,11,29,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,11
80,18,22,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,18
29,7,22,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,7
91,16,14,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,16
98,2,38,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,2
105,9,27,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,9
30,0,20,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,0
89,8,32,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,8
10,15,1,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,15
90,12,28,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,12
45,6,24,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,6
65,11,29,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,11
76,19,19,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,19
6,3,17,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,3
74,14,16,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,14
102,8,32,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,8
55,11,25,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,11
48,7,33,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,7
109,10,19,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,10
27,10,10,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,10
75,18,22,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,18
111,13,27,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,13
28,18,12,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,18
77,10,19,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,10
7,10,19,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,10
62,2,38,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,2
33,7,16,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,7
63,13,22,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,13
92,34,6,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,34
31,8,12,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,8
4,14,6,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,14
65,10,30,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,10
19,2,28,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,2
88,16,14,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,16
53,19,21,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,19
97,17,23,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,17
43,14,16,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,14
15,15,1,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,15
72,25,6,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,25
115,16,14,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,16
42,17,13,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,17
61,12,13,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,12
106,6,34,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,6
112,11,19,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,11
106,5,35,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,5
96,15,15,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,15
16,7,13,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,7
56,9,31,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,9
27,9,11,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,9
18,13,17,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,13
10,14,2,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,14
69,12,28,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,12
22,3,17,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,3
36,5,35,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,5
8,9,21,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,9
51,6,34,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,6
36,4,36,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,4
82,4,18,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,4
2,4,16,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,4
99,5,25,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,5
66,19,21,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,19
23,15,15,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,15
87,16,22,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,16
101,17,13,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,17
47,5,35,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,5
67,8,32,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,8
40,6,15,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,6
107,1,39,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,1
58,10,30,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,10
95,20,20,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,20
33,8,15,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,8
73,1,29,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,1
38,24,16,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,24
12,5,15,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,5
85,22,13,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,22
44,5,25,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,5
116,14,16,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,14
26,17,3,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,17
49,8,32,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,8
13,2,28,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,2
86,18,20,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,18
110,15,25,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,15
9,12,12,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,12
31,9,11,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,9
80,17,23,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,17
44,7,23,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,7
67,6,34,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,6
71,17,23,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,17
40,7,14,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,7
106,7,33,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,7
4,12,8,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,12
84,22,8,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,22
78,12,28,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,12
69,13,27,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,13
34,23,7,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,23
17,11,9,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,11
92,33,7,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,33
33,4,19,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,4
18,14,16,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,14
6,2,18,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,2
23,16,14,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,16
49,7,33,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,7
93,12,28,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,12
82,5,17,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,5
54,6,27,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,6
114,7,33,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,7
41,16,4,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,16
113,9,31,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,9
104,8,32,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,8
52,7,25,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,7
103,2,38,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,2
32,14,16,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,14
17,12,8,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,12
5,18,22,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,18
9,13,11,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,13
83,21,19,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,21
11,8,22,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,8
57,8,15,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,8
107,0,40,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,0
24,8,12,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,8
102,9,31,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,9
58,9,31,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,9
79,8,19,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,8
45,5,25,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,5
21,9,21,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,9
97,19,21,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,19
78,10,30,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,10
71,16,24,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,16
50,10,30,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,10
108,14,26,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,14
64,9,31,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,9
59,8,12,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,8
100,23,2,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,23
94,2,38,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,2
117,4,36,2021-03-20 10:45:00,broken clouds,9,8,10,87,Saturday,4
100,23,2,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,23
59,8,12,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,8
8,9,21,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,9
16,7,13,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,7
18,13,17,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,13
78,12,28,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,12
22,3,17,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,3
94,2,38,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,2
114,7,33,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,7
33,11,12,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,11
91,17,13,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,17
93,12,28,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,12
57,6,17,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,6
54,6,27,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,6
49,8,32,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,8
24,7,13,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,7
96,15,15,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,15
41,16,4,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,16
117,4,36,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,4
112,11,19,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,11
107,17,23,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,17
34,22,8,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,22
113,9,31,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,9
95,20,20,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,20
38,24,16,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,24
12,5,15,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,5
85,22,13,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,22
69,11,29,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,11
44,5,25,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,5
116,14,16,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,14
26,17,3,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,17
27,10,10,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,10
99,5,25,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,5
13,2,28,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,2
48,9,31,2021-03-20 11:00:00,broken clouds,9,8,10,87,Saturday,9
