number,available_bikes,available_bikes_stands,intervals,description,temp,temp_min,temp_max,humidity,Day,Stands_available
85,28,7,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,7
101,12,18,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,18
40,2,19,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,19
62,2,38,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,38
6,1,19,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,19
100,25,0,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,0
92,25,15,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,15
29,24,5,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,5
95,31,9,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,9
19,13,17,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,17
28,3,27,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,27
54,0,33,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,33
17,4,16,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,16
64,2,38,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,38
45,11,19,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,19
22,1,19,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,19
74,15,15,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,15
65,12,28,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,28
37,1,29,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,29
105,8,28,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,28
48,2,38,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,38
96,14,16,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,16
104,14,26,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,26
103,1,39,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,39
41,11,9,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,9
99,1,29,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,29
113,10,30,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,30
71,14,26,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,26
79,14,13,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,13
63,10,25,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,25
47,1,39,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,39
117,6,34,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,34
82,6,16,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,16
25,17,13,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,13
38,18,22,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,22
52,2,30,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,30
51,2,38,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,38
68,31,9,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,9
55,11,25,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,25
98,0,40,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,40
106,17,23,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,23
39,3,17,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,17
78,24,13,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,13
34,15,15,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,15
13,10,20,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,20
94,2,38,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,38
86,5,33,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,33
111,18,22,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,22
57,3,20,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,20
80,19,21,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,21
9,8,16,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,16
93,11,29,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,29
102,1,39,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,39
90,16,24,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,24
30,0,20,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,20
36,8,32,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,32
90,17,23,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,23
77,5,24,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,24
78,25,15,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,15
112,11,19,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,19
116,15,15,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,15
42,17,13,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,13
12,8,12,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,12
112,12,18,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,18
23,3,27,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,27
59,4,16,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,16
75,34,6,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,6
72,6,25,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,25
67,14,26,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,26
97,26,14,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,14
76,16,22,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,22
84,21,9,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,9
61,8,17,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,17
11,11,19,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,19
110,4,36,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,36
16,8,12,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,12
26,12,8,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,8
9,7,17,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,17
83,23,17,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,17
23,4,26,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,26
43,24,6,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,6
114,11,29,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,29
31,11,8,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,8
87,8,30,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,30
73,21,9,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,9
69,29,11,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,11
56,16,24,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,24
88,26,4,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,4
24,9,11,2021-03-21 08:15:00,broken clouds,7,7,8,87,Sunday,11
105,8,28,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,28
30,0,20,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,20
48,2,38,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,38
104,14,26,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,26
103,1,39,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,39
41,11,9,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,9
96,14,16,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,16
113,10,30,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,30
77,4,25,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,25
71,14,26,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,26
79,14,13,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,13
116,16,14,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,14
88,26,4,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,4
73,21,9,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,9
37,1,29,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,29
110,4,36,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,36
99,1,29,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,29
67,13,27,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,27
25,17,13,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,13
74,15,15,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,15
13,10,20,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,20
75,34,6,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,6
94,2,38,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,38
86,5,33,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,33
111,18,22,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,22
57,3,20,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,20
80,19,21,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,21
65,12,28,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,28
9,8,16,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,16
54,0,33,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,33
82,6,16,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,16
117,6,34,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,34
47,1,39,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,39
45,11,19,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,19
64,2,38,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,38
22,1,19,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,19
93,11,29,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,29
72,6,25,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,25
3,19,1,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,1
76,16,22,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,22
56,18,22,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,22
66,7,33,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,33
18,10,20,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,20
24,10,10,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,10
89,8,32,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,32
38,16,24,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,24
85,28,7,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,7
15,13,3,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,3
101,12,18,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,18
29,22,7,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,7
40,2,19,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,19
6,1,19,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,19
92,25,15,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,15
95,31,9,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,9
4,12,8,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,8
102,1,39,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,39
62,2,38,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,38
97,26,14,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,14
69,28,12,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,12
33,22,1,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,1
78,25,15,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,15
84,21,9,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,9
31,10,9,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,9
11,11,19,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,19
16,8,12,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,12
87,8,30,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,30
26,12,8,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,8
7,1,28,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,28
83,23,17,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,17
43,24,6,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,6
114,11,29,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,29
36,8,32,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,32
42,17,13,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,13
63,10,25,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,25
90,16,24,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,24
78,26,14,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,14
23,4,26,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,26
34,15,15,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,15
39,3,17,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,17
61,9,16,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,16
31,11,8,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,8
67,12,28,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,28
69,29,11,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,11
67,14,26,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,26
61,8,17,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,17
19,13,17,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,17
49,25,15,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,15
107,8,32,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,32
112,10,20,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,20
27,0,20,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,20
115,25,5,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,5
21,2,28,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,28
44,14,16,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,16
59,5,15,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,15
28,3,27,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,27
52,2,30,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,30
51,2,38,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,38
68,31,9,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,9
55,11,25,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,25
98,0,40,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,40
106,17,23,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,23
17,4,16,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,16
91,16,14,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,14
10,10,6,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,6
2,0,20,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,20
58,16,24,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,24
108,15,25,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,25
38,17,23,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,23
100,25,0,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,0
50,12,28,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,28
109,15,14,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,14
53,5,35,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,35
12,7,13,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,13
5,21,19,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,19
8,13,17,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,17
32,4,26,2021-03-21 08:30:00,broken clouds,7,7,8,87,Sunday,26
95,31,9,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,9
109,15,14,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,14
58,16,24,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,24
108,15,25,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,25
32,4,26,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,26
102,2,38,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,38
50,12,28,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,28
53,5,35,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,35
2,0,20,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,20
12,7,13,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,13
107,7,33,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,33
9,6,18,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,18
5,21,19,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,19
100,25,0,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,0
8,13,17,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,17
49,25,15,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,15
68,32,8,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,8
19,12,18,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,18
38,16,24,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,24
63,10,25,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,25
6,1,19,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,19
78,27,13,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,13
34,16,14,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,14
92,26,14,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,14
90,16,24,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,24
78,26,14,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,14
7,1,28,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,28
15,13,3,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,3
56,18,22,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,22
87,9,29,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,29
66,7,33,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,33
24,10,10,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,10
89,8,32,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,32
85,28,7,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,7
101,12,18,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,18
69,29,11,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,11
29,22,7,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,7
62,2,38,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,38
40,2,19,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,19
18,10,20,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,20
61,8,17,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,17
30,0,20,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,20
27,0,20,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,20
33,21,2,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,2
42,16,14,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,14
54,0,33,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,33
93,11,29,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,29
25,17,13,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,13
117,6,34,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,34
47,1,39,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,39
64,2,38,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,38
57,3,20,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,20
65,12,28,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,28
80,18,22,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,22
22,1,19,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,19
37,1,29,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,29
105,8,28,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,28
4,13,7,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,7
48,2,38,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,38
103,1,39,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,39
104,14,26,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,26
74,15,15,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,15
112,10,20,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,20
111,18,22,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,22
86,5,33,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,33
21,2,28,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,28
10,10,6,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,6
44,14,16,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,16
28,3,27,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,27
115,24,6,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,6
17,4,16,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,16
52,2,30,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,30
39,4,16,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,16
38,17,23,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,23
51,2,38,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,38
98,0,40,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,40
106,17,23,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,23
82,7,15,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,15
43,23,7,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,7
13,10,20,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,20
94,2,38,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,38
69,28,12,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,12
59,6,14,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,14
55,11,25,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,25
36,8,32,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,32
96,14,16,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,16
3,19,1,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,1
9,7,17,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,17
102,1,39,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,39
34,15,15,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,15
115,25,5,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,5
114,11,29,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,29
91,16,14,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,14
45,10,20,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,20
88,26,4,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,4
73,21,9,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,9
110,4,36,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,36
77,4,25,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,25
75,34,6,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,6
72,6,25,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,25
97,26,14,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,14
116,16,14,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,14
76,16,22,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,22
31,10,9,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,9
91,15,15,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,15
11,11,19,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,19
16,8,12,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,12
26,12,8,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,8
83,23,17,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,17
43,24,6,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,6
84,21,9,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,9
67,13,27,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,27
23,4,26,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,26
71,14,26,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,26
79,14,13,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,13
82,6,16,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,16
68,33,7,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,7
113,10,30,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,30
99,1,29,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,29
41,11,9,2021-03-21 08:45:00,broken clouds,8,7,8,81,Sunday,9
45,10,20,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,20
80,18,22,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,22
22,1,19,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,19
37,1,29,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,29
65,12,28,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,28
105,8,28,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,28
9,8,16,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,16
30,0,20,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,20
96,14,16,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,16
104,14,26,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,26
41,11,9,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,9
113,10,30,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,30
71,14,26,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,26
79,14,13,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,13
74,15,15,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,15
67,13,27,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,27
103,1,39,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,39
99,1,29,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,29
111,18,22,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,22
47,1,39,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,39
55,11,25,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,25
88,26,4,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,4
98,0,40,2021-03-21 09:00:00,broken clouds,8,7,9,81,Sunday,40
