number,available_bikes,available_bikes_stands,intervals,description,temp,temp_min,temp_max,humidity,Day,Stands_available
41,16,4,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,4
55,11,25,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,25
47,4,36,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,36
89,9,31,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,31
36,7,33,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,33
31,7,13,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,13
63,12,23,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,23
91,20,10,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,10
37,10,20,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,20
104,8,32,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,32
100,23,2,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,2
12,5,15,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,15
48,10,30,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,30
68,16,24,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,24
22,4,16,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,16
66,13,27,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,27
75,16,24,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,24
44,15,15,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,15
45,2,28,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,28
59,9,11,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,11
113,10,30,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,30
21,8,22,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,22
27,7,13,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,13
25,14,16,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,16
42,23,7,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,7
29,4,25,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,25
71,6,34,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,34
5,17,23,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,23
96,13,17,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,17
57,8,15,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,15
95,16,24,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,24
106,4,36,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,36
56,4,36,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,36
64,7,33,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,33
16,6,14,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,14
19,13,17,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,17
99,3,27,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,27
3,16,4,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,4
117,8,32,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,32
107,15,25,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,25
61,10,15,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,15
108,11,29,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,29
116,16,14,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,14
115,16,14,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,14
11,8,22,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,22
15,12,4,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,4
10,8,8,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,8
24,10,10,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,10
15,13,3,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,3
90,11,29,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,29
10,7,9,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,9
113,8,32,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,32
34,21,9,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,9
19,12,18,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,18
48,11,29,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,29
109,10,19,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,19
66,14,26,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,26
18,13,17,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,17
43,26,4,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,4
86,15,23,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,23
58,12,28,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,28
16,7,13,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,13
73,6,24,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,24
9,11,13,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,13
29,6,23,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,23
101,13,17,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,17
88,15,15,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,15
5,18,22,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,22
59,8,12,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,12
63,11,24,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,24
33,21,2,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,2
92,17,23,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,23
52,8,24,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,24
73,7,23,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,23
49,0,40,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,40
112,7,23,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,23
67,7,33,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,33
18,12,18,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,18
37,8,22,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,22
79,9,18,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,18
4,10,10,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,10
72,27,4,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,4
78,10,30,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,30
12,6,14,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,14
104,7,33,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,33
9,15,9,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,9
114,6,34,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,34
38,15,25,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,25
87,14,24,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,24
85,18,17,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,17
43,28,2,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,2
30,6,14,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,14
65,10,30,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,30
69,4,36,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,36
98,1,39,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,39
8,11,19,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,19
83,24,16,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,16
69,7,33,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,33
17,10,10,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,10
52,7,25,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,25
83,23,17,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,17
62,1,39,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,39
115,15,15,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,15
76,17,21,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,21
2,3,17,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,17
97,21,19,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,19
24,7,13,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,13
82,2,20,2021-03-20 12:30:00,broken clouds,11,10,12,87,Saturday,20
97,21,19,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,19
31,7,13,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,13
74,14,16,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,16
63,12,23,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,23
34,20,10,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,10
33,23,0,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,0
37,10,20,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,20
62,0,40,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,40
38,16,24,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,24
91,16,14,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,14
56,7,33,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,33
104,8,32,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,32
22,4,16,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,16
85,16,19,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,19
44,15,15,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,15
113,10,30,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,30
84,21,9,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,9
101,14,16,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,16
112,8,22,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,22
66,13,27,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,27
115,16,14,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,14
89,9,31,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,31
65,9,31,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,31
82,2,20,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,20
99,3,27,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,27
24,10,10,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,10
107,15,25,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,25
2,2,18,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,18
3,17,3,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,3
77,8,21,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,21
61,10,15,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,15
108,11,29,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,29
116,16,14,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,14
47,3,37,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,37
11,8,22,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,22
15,12,4,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,4
95,15,25,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,25
25,14,16,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,16
21,8,22,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,22
92,24,16,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,16
55,11,25,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,25
106,5,35,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,35
76,17,21,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,21
34,21,9,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,9
83,23,17,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,17
100,21,4,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,4
104,9,31,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,31
69,9,31,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,31
48,8,32,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,32
17,9,11,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,11
19,13,17,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,17
33,22,1,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,1
86,14,24,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,24
5,15,25,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,25
111,8,32,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,32
58,11,29,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,29
107,14,26,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,26
112,7,23,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,23
98,2,38,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,38
49,2,38,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,38
110,14,26,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,26
77,7,22,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,22
28,12,18,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,18
68,16,24,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,24
36,6,34,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,34
9,17,7,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,7
27,5,15,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,15
67,5,35,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,35
21,9,21,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,21
117,7,33,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,33
4,10,10,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,10
40,5,16,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,16
12,6,14,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,14
102,7,33,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,33
106,4,36,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,36
79,9,18,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,18
38,15,25,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,25
108,10,30,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,30
23,12,18,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,18
72,27,4,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,4
30,6,14,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,14
78,10,30,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,30
87,15,23,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,23
95,14,26,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,26
103,2,38,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,38
42,22,8,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,8
115,15,15,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,15
16,6,14,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,14
64,7,33,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,33
105,5,31,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,31
114,6,34,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,34
91,19,11,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,11
87,14,24,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,24
58,12,28,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,28
84,20,10,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,10
23,10,20,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,20
50,7,33,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,33
59,8,12,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,12
26,9,11,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,11
77,9,20,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,20
2,0,20,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,20
43,27,3,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,3
69,6,34,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,34
75,15,25,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,25
62,1,39,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,39
8,11,19,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,19
18,13,17,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,17
65,10,30,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,30
28,14,16,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,16
95,17,23,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,23
49,0,40,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,40
92,21,19,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,19
111,9,31,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,31
73,8,22,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,22
13,11,19,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,19
94,2,38,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,38
19,14,16,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,16
71,7,33,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,33
88,16,14,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,14
50,6,34,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,34
29,3,26,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,26
90,10,30,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,30
80,15,25,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,25
10,9,7,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,7
57,9,14,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,14
93,12,28,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,28
9,18,6,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,6
12,4,16,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,16
41,16,4,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,4
96,13,17,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,17
39,6,14,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,14
6,1,19,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,19
54,5,28,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,28
36,7,33,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,33
67,6,34,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,34
109,9,20,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,20
48,9,31,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,31
105,4,32,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,32
13,4,26,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,26
56,6,34,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,34
59,7,13,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,13
114,7,33,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,33
26,10,10,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,10
5,16,24,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,24
36,8,32,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,32
7,5,24,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,24
32,5,25,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,25
53,7,33,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,33
45,1,29,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,29
51,5,35,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,35
52,10,22,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,22
69,8,32,2021-03-20 12:45:00,broken clouds,11,11,12,82,Saturday,32
33,23,0,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,0
76,15,23,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,23
87,14,24,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,24
91,16,14,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,14
5,18,22,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,22
77,7,22,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,22
110,14,26,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,26
59,7,13,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,13
40,8,13,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,13
43,25,5,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,5
26,10,10,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,10
67,6,34,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,34
56,8,32,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,32
53,7,33,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,33
45,1,29,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,29
51,5,35,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,35
86,17,21,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,21
73,11,19,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,19
83,24,16,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,16
10,13,3,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,3
22,2,18,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,18
7,5,24,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,24
92,24,16,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,16
58,12,28,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,28
41,17,3,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,3
115,14,16,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,16
68,15,25,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,25
87,16,22,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,22
65,10,30,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,30
88,17,13,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,13
64,5,35,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,35
100,21,4,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,4
112,6,24,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,24
66,8,32,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,32
24,14,6,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,6
17,9,11,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,11
95,13,27,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,27
44,16,14,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,14
73,12,18,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,18
72,25,6,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,6
31,7,13,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,13
48,7,33,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,33
111,8,32,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,32
47,5,35,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,35
61,9,16,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,16
62,4,36,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,36
98,2,38,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,38
13,11,19,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,19
99,4,26,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,26
80,14,26,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,26
116,16,14,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,14
114,6,34,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,34
89,9,31,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,31
104,8,32,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,32
98,3,37,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,37
15,12,4,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,4
12,4,16,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,16
25,14,16,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,16
49,12,28,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,28
69,11,29,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,29
16,5,15,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,15
55,11,25,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,25
52,11,21,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,21
109,10,19,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,19
11,9,21,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,21
75,15,25,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,25
66,10,30,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,30
111,5,35,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,35
3,18,2,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,2
17,11,9,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,9
68,14,26,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,26
64,11,29,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,29
62,9,31,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,31
90,7,33,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,33
2,2,18,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,18
94,2,38,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,38
19,10,20,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,20
43,23,7,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,7
63,13,22,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,22
6,2,18,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,18
74,14,16,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,16
84,19,11,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,11
54,5,28,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,28
85,15,20,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,20
78,8,32,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,32
34,18,12,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,12
38,14,26,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,26
57,9,14,2021-03-20 13:00:00,broken clouds,11,11,12,82,Saturday,14
